Gene,Gene name,TLS23A/AGGGTA,TLS23A/GTTAGG,TLS23B/AGGGTA,TLS23B/GTTAGG,TLS23D/AGGGTA,TLS23D/GTTAGG,TLS23E/AGGGTA,TLS23E/GTTAGG,TLS23F/AGGGTA,TLS23F/GTTAGG
ENSMUSG00000102481.2,Gm37925,1,0,1,2,0,0,0,0,1,0
ENSMUSG00000026219.15,Trip12,39,10,52,25,36,9,73,14,35,11
ENSMUSG00000103505.2,Gm38374,1,0,0,0,0,0,0,0,2,0
ENSMUSG00000104503.2,Gm37738,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000026220.7,Slc16a14,1,1,1,0,1,0,6,0,1,1
ENSMUSG00000036707.17,Cab39,13,3,13,3,5,1,15,5,8,3
ENSMUSG00000026223.16,Itm2c,44,7,39,25,32,11,67,10,46,10
ENSMUSG00000026229.18,Psmd1,10,4,6,9,11,1,23,5,6,4
ENSMUSG00000062590.14,Armc9,5,6,7,2,1,0,3,1,5,1
ENSMUSG00000026234.13,Ncl,44,12,40,23,36,10,47,8,29,6
ENSMUSG00000026238.15,Ptma,3,0,2,2,5,0,9,1,1,0
ENSMUSG00000026239.15,Pde6d,7,4,9,7,2,4,12,1,10,4
ENSMUSG00000026240.13,Cops7b,5,1,4,5,2,1,7,0,3,2
ENSMUSG00000103609.2,Gm37022,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000104121.2,Gm37485,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000102383.2,Gm38142,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000102293.2,Gm37541,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000053333.16,Dis3l2,5,4,4,0,6,0,9,4,6,0
ENSMUSG00000102571.2,Gm37967,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000026254.18,Eif4e2,5,1,11,4,8,4,13,2,5,3
ENSMUSG00000026255.16,Efhd1,3,1,2,1,8,0,9,0,1,3
ENSMUSG00000048000.16,Gigyf2,19,9,21,15,9,6,19,8,16,6
ENSMUSG00000026259.15,Ngef,3,1,2,1,6,0,4,1,3,1
ENSMUSG00000026289.16,Atg16l1,3,1,8,0,2,2,3,0,5,2
ENSMUSG00000056055.14,Sag,387,140,152,137,236,152,466,200,266,128
ENSMUSG00000070738.11,Dgkd,13,4,12,7,22,6,27,3,13,3
ENSMUSG00000005501.15,Usp40,5,0,6,1,3,2,2,0,2,2
ENSMUSG00000081984.4,Dnajb3,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000079429.10,Mroh2a,3,2,0,1,4,0,1,1,0,0
ENSMUSG00000044783.17,Hjurp,2,1,1,1,2,0,3,0,1,0
ENSMUSG00000049866.13,Arl4c,11,2,6,2,8,2,12,2,19,3
ENSMUSG00000036206.13,Sh3bp4,12,1,17,4,6,2,20,2,14,2
ENSMUSG00000104114.2,Gm37297,1,0,0,1,1,0,1,0,1,0
ENSMUSG00000055013.17,Agap1,77,34,111,51,115,26,117,21,72,12
ENSMUSG00000102009.7,4933400F21Rik,1,2,1,0,0,0,1,0,0,0
ENSMUSG00000103252.2,Gm37521,1,1,0,0,0,0,1,0,0,0
ENSMUSG00000067081.14,Asb18,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000044337.6,Ackr3,0,1,1,0,1,0,1,1,2,0
ENSMUSG00000034432.12,Cops8,7,8,12,6,9,3,18,9,8,2
ENSMUSG00000026305.16,Lrrfip1,1,1,1,1,1,0,4,0,2,0
ENSMUSG00000034343.15,Ube2f,3,3,9,5,6,1,5,0,11,2
ENSMUSG00000026307.13,Scly,3,0,0,1,5,0,5,0,6,0
ENSMUSG00000026309.15,Ilkap,2,0,3,1,0,0,0,0,6,1
ENSMUSG00000055866.10,Per2,7,2,13,5,4,3,7,0,2,0
ENSMUSG00000034292.14,Traf3ip1,2,0,0,1,2,2,2,0,2,0
ENSMUSG00000026311.17,Asb1,2,1,5,2,0,0,6,0,1,0
ENSMUSG00000026313.17,Hdac4,21,1,17,3,10,1,10,6,14,0
ENSMUSG00000026260.13,Ndufa10,8,0,7,3,16,3,14,1,11,1
ENSMUSG00000044055.6,Otos,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000034220.8,Gpc1,5,1,2,2,7,1,7,1,2,1
ENSMUSG00000101995.2,Gm29480,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000047067.8,Dusp28,3,0,0,0,2,0,2,1,0,0
ENSMUSG00000026269.15,Rnpepl1,3,0,4,1,3,1,8,1,3,1
ENSMUSG00000026270.12,Capn10,1,1,0,3,1,3,5,2,2,2
ENSMUSG00000014602.16,Kif1a,321,120,279,185,302,80,427,114,316,52
ENSMUSG00000047793.14,Sned1,4,1,5,1,1,1,9,2,2,0
ENSMUSG00000026273.14,Mterf4,1,1,0,1,4,0,2,0,0,0
ENSMUSG00000026275.14,Ppp1r7,57,19,61,32,42,8,61,11,44,10
ENSMUSG00000034088.16,Hdlbp,64,14,65,31,50,15,77,26,65,17
ENSMUSG00000034066.14,Farp2,3,1,4,4,2,4,6,1,2,3
ENSMUSG00000026277.15,Stk25,19,7,18,14,13,8,29,8,31,5
ENSMUSG00000026279.15,Thap4,5,1,8,0,3,0,3,2,2,0
ENSMUSG00000026280.18,Atg4b,13,2,12,10,8,5,15,5,14,1
ENSMUSG00000026281.16,Dtymk,0,2,3,2,0,1,3,0,5,0
ENSMUSG00000026283.14,Ing5,2,0,5,1,0,1,2,0,0,1
ENSMUSG00000073609.10,D2hgdh,3,0,2,0,0,0,1,2,1,1
ENSMUSG00000051185.10,Fam174a,1,1,4,1,2,0,3,0,1,2
ENSMUSG00000040710.11,St8sia4,1,1,1,0,0,0,0,0,0,0
ENSMUSG00000044768.17,Macir,8,3,6,0,4,1,3,2,1,1
ENSMUSG00000040648.16,Ppip5k2,3,0,0,1,0,3,4,0,3,0
ENSMUSG00000026333.15,Gin1,0,1,1,0,0,0,1,0,2,0
ENSMUSG00000026335.17,Pam,18,10,37,19,26,12,29,14,21,9
ENSMUSG00000104140.2,Gm37140,2,0,0,0,0,0,0,0,1,0
ENSMUSG00000097608.2,Gm7952,1,0,0,1,1,0,1,0,0,0
ENSMUSG00000082431.4,Prdx2-ps1,1,0,0,0,1,0,0,0,1,0
ENSMUSG00000067028.12,Cntnap5b,7,1,11,4,4,0,13,0,2,1
ENSMUSG00000099835.2,Gm29668,1,0,1,1,0,0,1,0,2,0
ENSMUSG00000103060.2,Gm36969,2,0,2,1,0,0,0,0,1,0
ENSMUSG00000089866.2,Gm15699,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000050840.9,Cdh20,11,1,9,3,7,0,19,0,11,1
ENSMUSG00000047496.7,Rnf152,28,5,36,15,20,4,25,4,26,3
ENSMUSG00000067017.6,Capza1-ps1,1,1,1,0,0,0,1,0,0,0
ENSMUSG00000056536.15,Pign,5,0,4,0,4,0,5,3,2,2
ENSMUSG00000026319.14,Relch,13,3,15,7,16,2,24,5,12,3
ENSMUSG00000104044.2,Gm37566,1,0,1,0,0,1,0,0,0,0
ENSMUSG00000038866.16,Zcchc2,9,3,6,5,9,1,9,0,6,2
ENSMUSG00000044340.8,Phlpp1,44,6,45,26,46,9,43,8,35,7
ENSMUSG00000103291.2,Gm38235,3,0,3,0,1,0,2,0,0,1
ENSMUSG00000009905.6,Kdsr,6,2,5,4,5,2,8,2,3,0
ENSMUSG00000009907.18,Vps4b,2,0,3,2,5,1,6,0,3,1
ENSMUSG00000100025.2,Gm8141,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000026312.18,Cdh7,6,0,4,4,2,1,7,0,0,1
ENSMUSG00000070695.5,Cntnap5a,5,1,6,2,7,1,5,4,5,1
ENSMUSG00000026374.15,Tsn,13,1,16,6,10,6,11,4,12,2
ENSMUSG00000026377.13,Nifk,2,0,4,0,0,1,1,0,2,1
ENSMUSG00000064302.14,Clasp1,50,23,69,37,48,17,57,17,56,13
ENSMUSG00000026380.11,Tfcp2l1,0,3,0,2,0,0,0,0,0,0
ENSMUSG00000048402.15,Gli2,2,0,1,0,4,0,0,1,2,0
ENSMUSG00000004451.15,Ralb,3,3,4,1,1,1,5,0,3,0
ENSMUSG00000098923.2,Tmem185b,4,1,1,3,5,0,4,0,2,0
ENSMUSG00000026383.15,Epb41l5,19,3,22,11,22,7,24,5,9,3
ENSMUSG00000026384.14,Ptpn4,43,15,64,29,33,6,65,10,42,4
ENSMUSG00000103146.2,Gm37745,2,2,6,5,1,0,4,0,2,0
ENSMUSG00000036975.6,Tmem177,3,1,1,0,3,0,2,0,0,0
ENSMUSG00000026385.17,Dbi,1,3,2,0,6,0,3,0,3,0
ENSMUSG00000026389.17,Steap3,2,1,7,2,4,1,2,1,4,0
ENSMUSG00000036907.12,C1ql2,17,9,15,17,9,8,37,5,25,9
ENSMUSG00000003721.15,Insig2,4,2,5,2,5,1,11,0,1,1
ENSMUSG00000104253.2,Gm37174,2,0,1,0,0,0,0,0,0,0
ENSMUSG00000026339.19,Ccdc93,5,2,2,2,3,0,2,0,3,1
ENSMUSG00000001674.12,Ddx18,2,1,7,1,3,0,1,0,4,1
ENSMUSG00000036815.18,Dpp10,3,2,8,4,4,4,3,2,4,3
ENSMUSG00000026341.17,Actr3,3,2,5,1,4,0,6,3,6,1
ENSMUSG00000026342.11,Slc35f5,1,1,2,1,1,1,0,0,2,0
ENSMUSG00000026344.10,Lypd1,0,1,2,2,0,0,2,0,0,1
ENSMUSG00000049690.16,Nckap5,17,4,31,5,14,1,27,1,13,0
ENSMUSG00000103824.2,Gm38177,2,0,2,0,1,0,1,1,0,0
ENSMUSG00000036155.14,Mgat5,71,15,92,29,50,15,69,23,57,10
ENSMUSG00000104378.2,Gm37510,1,0,6,1,2,1,3,0,0,0
ENSMUSG00000026347.14,Tmem163,2,0,1,1,2,0,3,1,0,0
ENSMUSG00000026349.15,Ccnt2,8,3,7,7,4,4,7,1,7,1
ENSMUSG00000036104.13,Rab3gap1,16,2,12,9,5,3,17,4,13,4
ENSMUSG00000056211.14,R3hdm1,39,17,61,26,25,8,40,6,32,7
ENSMUSG00000104239.2,Gm37588,3,0,3,1,0,0,3,0,0,0
ENSMUSG00000102179.2,Gm37868,2,1,1,0,0,0,1,0,0,0
ENSMUSG00000026353.10,Ubxn4,13,5,19,8,19,8,19,2,13,6
ENSMUSG00000026354.9,Lct,1,0,1,1,0,0,1,1,1,0
ENSMUSG00000026355.12,Mcm6,1,0,2,0,4,1,2,0,0,0
ENSMUSG00000026356.16,Dars,6,0,10,4,5,1,8,2,11,1
ENSMUSG00000103742.2,Gm38240,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000102800.2,Gm37479,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000042581.15,Thsd7b,1,0,4,1,0,0,4,0,2,0
ENSMUSG00000102139.2,Gm37109,1,0,0,1,1,0,0,0,0,0
ENSMUSG00000101904.2,Gm29427,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000026409.15,Pfkfb2,10,4,9,6,9,3,10,5,10,1
ENSMUSG00000046404.6,Yod1,4,2,3,2,2,0,0,2,2,0
ENSMUSG00000042510.8,AA986860,1,0,1,0,0,0,1,0,0,0
ENSMUSG00000016528.11,Mapkapk2,8,2,3,3,2,1,5,2,1,0
ENSMUSG00000102856.2,Gm37084,1,0,3,0,0,0,2,0,0,0
ENSMUSG00000026427.17,Eif2d,6,1,2,3,7,2,8,1,7,0
ENSMUSG00000026430.17,Rassf5,7,3,3,3,4,0,3,1,13,3
ENSMUSG00000026425.16,Srgap2,23,6,19,8,15,3,21,8,11,4
ENSMUSG00000013275.10,Slc41a1,12,3,20,6,13,4,19,5,7,2
ENSMUSG00000103569.2,Gm38067,1,0,2,0,0,0,1,0,0,0
ENSMUSG00000026434.13,Nucks1,25,12,53,23,32,9,59,15,31,4
ENSMUSG00000026436.16,Elk4,13,4,9,3,8,1,15,3,5,1
ENSMUSG00000059149.18,Mfsd4a,14,5,27,16,14,3,25,5,9,5
ENSMUSG00000103966.2,Gm37120,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000026437.12,Cdk18,12,6,11,6,8,7,28,6,9,1
ENSMUSG00000118219.2,Gm29695,1,0,1,1,2,1,1,0,0,0
ENSMUSG00000042115.5,Klhdc8a,13,5,27,9,23,1,26,2,17,2
ENSMUSG00000009772.16,Nuak2,1,2,3,1,2,0,4,2,3,0
ENSMUSG00000042066.17,Tmcc2,28,8,24,13,26,7,22,5,18,4
ENSMUSG00000042046.16,Dstyk,10,4,9,8,11,2,9,1,4,1
ENSMUSG00000026439.15,Rbbp5,4,3,5,4,4,1,2,0,9,3
ENSMUSG00000053024.15,Cntn2,6,5,8,7,3,7,8,2,3,1
ENSMUSG00000026442.15,Nfasc,82,17,73,41,57,20,77,23,61,19
ENSMUSG00000026443.4,Lrrn2,7,5,4,8,4,2,6,2,9,0
ENSMUSG00000054387.14,Mdm4,11,3,11,8,2,1,17,3,8,4
ENSMUSG00000026447.18,Pik3c2b,5,3,11,2,3,2,9,2,8,1
ENSMUSG00000046062.6,Ppp1r15b,17,8,22,15,19,7,24,4,10,3
ENSMUSG00000101693.2,Gm19461,1,0,3,0,1,2,0,1,0,0
ENSMUSG00000041757.18,Plekha6,41,12,48,22,36,14,58,11,37,5
ENSMUSG00000070643.12,Sox13,2,1,4,0,1,1,4,0,3,2
ENSMUSG00000090553.9,Snrpe,1,1,0,0,0,1,0,0,1,0
ENSMUSG00000102976.7,Zc3h11a,6,2,10,2,3,2,3,1,2,2
ENSMUSG00000094410.9,Gm38394,6,1,24,5,9,3,13,5,9,1
ENSMUSG00000026463.18,Atp2b4,23,6,31,16,22,11,41,5,34,4
ENSMUSG00000010311.16,Optc,4,0,0,0,0,0,1,0,0,0
ENSMUSG00000041577.6,Prelp,8,1,33,4,11,3,9,1,10,1
ENSMUSG00000041559.8,Fmod,1,0,2,0,0,0,0,0,1,0
ENSMUSG00000020423.7,Btg2,4,0,2,3,3,1,6,1,3,0
ENSMUSG00000064246.11,Chil1,2,1,4,2,6,1,4,0,2,0
ENSMUSG00000042429.9,Adora1,9,2,14,3,9,4,17,2,12,1
ENSMUSG00000026458.14,Ppfia4,16,2,8,7,12,5,16,5,23,2
ENSMUSG00000042305.13,Tmem183a,8,3,10,7,4,1,9,1,6,2
ENSMUSG00000026456.19,Cyb5r1,1,0,1,0,1,1,0,2,1,0
ENSMUSG00000026457.15,Adipor1,46,15,23,14,32,15,54,18,35,15
ENSMUSG00000026455.15,Klhl12,8,0,5,5,4,2,2,2,7,0
ENSMUSG00000042229.10,Rabif,6,0,1,2,3,1,1,2,2,1
ENSMUSG00000042207.18,Kdm5b,56,16,58,22,51,8,64,21,52,8
ENSMUSG00000026452.16,Syt2,1,1,5,1,5,0,5,0,7,1
ENSMUSG00000073557.13,Ppp1r12b,9,2,12,9,9,3,17,4,8,2
ENSMUSG00000103614.2,Gm37949,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000103976.2,Gm37677,2,0,2,0,1,0,0,0,0,0
ENSMUSG00000026426.11,Arl8a,33,11,23,12,22,3,31,7,22,5
ENSMUSG00000079139.5,Gm4204,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000041926.16,Rnpep,3,1,0,0,6,0,7,0,0,0
ENSMUSG00000062580.10,Timm17a,5,3,6,2,4,0,5,0,5,1
ENSMUSG00000048096.8,Lmod1,1,0,0,1,0,0,1,0,0,0
ENSMUSG00000041889.8,Shisa4,5,3,10,6,7,2,7,3,6,1
ENSMUSG00000041879.14,Ipo9,35,10,25,13,27,9,41,13,28,6
ENSMUSG00000009418.17,Nav1,122,41,164,78,106,25,153,41,112,36
ENSMUSG00000102474.2,2610012C04Rik,1,1,2,0,0,0,0,0,0,0
ENSMUSG00000104524.2,Gm37333,2,0,1,1,2,0,0,1,0,0
ENSMUSG00000054412.6,Gm4793,2,0,2,0,0,0,0,0,0,0
ENSMUSG00000026421.15,Csrp1,6,1,5,1,3,2,3,1,7,0
ENSMUSG00000041801.6,Phlda3,1,1,0,0,2,0,0,0,1,0
ENSMUSG00000026413.13,Pkp1,2,0,5,1,0,0,3,2,5,0
ENSMUSG00000026411.18,Tmem9,4,3,15,4,14,3,16,4,12,5
ENSMUSG00000086264.10,Gm15850,1,0,1,0,1,0,0,1,1,0
ENSMUSG00000041642.19,Kif21b,53,17,41,28,36,15,45,13,41,5
ENSMUSG00000097433.2,Gm26781,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000041570.15,Camsap2,36,14,48,17,24,10,31,11,26,2
ENSMUSG00000104414.2,Gm37799,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000026404.13,Ddx59,4,0,5,1,6,0,2,0,2,0
ENSMUSG00000041498.14,Kif14,2,0,0,0,0,0,0,0,1,0
ENSMUSG00000041483.15,Zfp281,8,2,10,5,8,1,16,2,4,2
ENSMUSG00000098243.4,Gm4258,1,0,1,0,2,0,2,0,1,0
ENSMUSG00000104118.2,Gm37298,7,4,12,6,2,0,4,3,1,0
ENSMUSG00000103038.2,Gm37124,3,3,8,3,2,1,3,3,7,1
ENSMUSG00000102277.2,A130050O07Rik,10,0,3,4,3,0,7,3,1,0
ENSMUSG00000102142.2,Gm26930,1,1,9,1,0,0,2,0,1,0
ENSMUSG00000104145.2,D130019J16Rik,1,0,4,1,0,0,3,0,1,0
ENSMUSG00000103427.2,Gm37534,16,2,26,15,1,2,11,2,7,0
ENSMUSG00000098206.2,Mir181a-1hg,8,0,6,2,2,0,4,0,0,0
ENSMUSG00000104197.2,Gm37632,1,0,2,0,1,0,3,0,0,0
ENSMUSG00000026393.11,Nek7,6,0,5,4,5,0,6,1,6,2
ENSMUSG00000102651.2,Gm37080,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000019230.15,Lhx9,2,4,5,2,4,0,7,1,3,0
ENSMUSG00000056268.16,Dennd1b,12,2,10,2,9,2,11,2,3,0
ENSMUSG00000102626.2,Gm18553,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000102451.2,Gm37655,1,0,1,2,0,0,0,0,0,0
ENSMUSG00000063681.15,Crb1,26,9,37,11,29,11,38,9,15,6
ENSMUSG00000033964.13,Zbtb41,6,0,6,4,9,0,3,0,2,0
ENSMUSG00000026365.16,Cfh,4,0,2,0,1,0,0,0,0,0
ENSMUSG00000052726.17,Kcnt2,0,1,1,0,0,0,1,0,0,0
ENSMUSG00000026361.10,Cdc73,9,5,16,9,11,1,16,7,10,4
ENSMUSG00000033849.4,B3galt2,9,0,23,5,6,0,6,0,0,1
ENSMUSG00000018196.19,Glrx2,7,1,4,3,5,3,7,1,7,1
ENSMUSG00000018199.10,Ro60,16,3,19,19,8,5,30,1,18,3
ENSMUSG00000100455.2,Gm29170,0,1,2,3,1,0,3,0,0,0
ENSMUSG00000026360.10,Rgs2,8,1,18,8,8,1,4,1,9,0
ENSMUSG00000099964.7,Gm29514,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000102403.2,Gm38187,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000035131.15,Brinp3,1,0,4,1,2,0,2,1,1,0
ENSMUSG00000056220.15,Pla2g4a,0,1,0,1,0,0,0,0,1,0
ENSMUSG00000006007.15,Pdc,58,29,36,26,56,26,83,25,50,24
ENSMUSG00000102990.2,Gm37764,2,0,2,1,0,0,0,0,0,1
ENSMUSG00000006010.15,Odr4,5,1,6,3,5,1,4,0,3,0
ENSMUSG00000006005.19,Tpr,13,4,25,10,20,6,19,6,15,3
ENSMUSG00000066842.19,Hmcn1,1,0,1,0,1,0,4,0,4,1
ENSMUSG00000023150.15,Ivns1abp,16,2,14,14,14,4,16,6,10,3
ENSMUSG00000052748.15,Swt1,4,0,4,1,1,0,1,0,1,0
ENSMUSG00000053286.12,Trmt1l,6,1,10,1,4,1,7,1,7,0
ENSMUSG00000103928.2,Gm37893,0,1,2,0,1,1,0,1,1,0
ENSMUSG00000026484.14,Rnf2,10,4,6,8,3,1,6,3,3,2
ENSMUSG00000026483.14,Niban1,1,2,0,0,5,0,4,2,1,0
ENSMUSG00000043019.13,Edem3,10,3,11,10,9,2,17,2,11,2
ENSMUSG00000084557.4,Gm25279,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000032666.17,1700025G04Rik,21,7,30,14,15,6,21,1,14,3
ENSMUSG00000014980.15,Tsen15,1,0,3,3,3,0,1,0,1,0
ENSMUSG00000032649.15,Colgalt2,5,1,8,2,2,0,11,0,4,0
ENSMUSG00000026482.14,Rgl1,10,3,9,7,6,1,11,2,1,3
ENSMUSG00000008475.14,Arpc5,1,1,3,0,2,2,2,0,3,0
ENSMUSG00000026480.13,Ncf2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000042772.16,Smg7,44,12,51,30,36,5,56,12,30,9
ENSMUSG00000100394.2,Gm28791,1,0,0,3,0,0,0,0,0,0
ENSMUSG00000042751.15,Nmnat2,33,3,31,11,20,5,42,8,18,9
ENSMUSG00000026479.14,Lamc2,1,1,2,1,0,0,0,0,0,0
ENSMUSG00000026478.15,Lamc1,15,1,10,4,12,1,14,2,9,1
ENSMUSG00000042699.12,Dhx9,35,9,42,24,39,11,54,16,33,9
ENSMUSG00000042684.9,Npl,2,0,0,0,0,1,2,1,1,0
ENSMUSG00000042671.13,Rgs8,53,19,74,23,47,11,68,15,65,11
ENSMUSG00000100945.2,Gm29529,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026475.8,Rgs16,2,0,3,4,4,1,3,0,1,1
ENSMUSG00000066800.12,Rnasel,2,1,0,1,0,0,2,0,3,0
ENSMUSG00000042641.20,Rgsl1,1,0,0,0,0,1,0,0,0,0
ENSMUSG00000026473.17,Glul,379,83,583,228,550,90,640,105,374,45
ENSMUSG00000004110.18,Cacna1e,16,3,33,24,14,4,16,3,17,6
ENSMUSG00000096950.3,Gm9530,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000056708.6,Ier5,3,0,6,1,8,0,3,1,1,0
ENSMUSG00000026471.15,Mr1,1,0,1,0,0,1,0,0,1,0
ENSMUSG00000026470.15,Stx6,8,1,13,4,7,1,5,2,4,1
ENSMUSG00000033722.10,BC034090,29,4,26,13,25,7,27,7,16,1
ENSMUSG00000026469.15,Xpr1,59,23,89,47,60,21,78,22,63,18
ENSMUSG00002076398.1,ENSMUSG00002076398,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000033701.14,Acbd6,4,0,7,4,5,2,4,1,4,2
ENSMUSG00000026468.15,Lhx4,1,2,11,1,9,0,10,2,0,0
ENSMUSG00000033684.15,Qsox1,6,4,2,3,6,1,3,3,5,0
ENSMUSG00000033671.19,Cep350,28,4,40,16,25,7,21,10,20,1
ENSMUSG00000026466.17,Tor1aip1,4,2,9,2,10,1,9,3,7,0
ENSMUSG00000050565.17,Tor1aip2,10,0,12,6,3,6,3,0,1,2
ENSMUSG00000015484.4,Fam163a,8,5,7,5,8,0,7,0,6,1
ENSMUSG00000060985.16,Tdrd5,2,0,1,0,1,0,1,0,0,0
ENSMUSG00000026600.13,Soat1,4,0,3,1,4,1,9,0,1,0
ENSMUSG00000026596.14,Abl2,10,8,22,11,12,3,12,4,13,2
ENSMUSG00000033557.18,Fam20b,12,3,16,8,6,2,9,1,6,0
ENSMUSG00000026594.15,Ralgps2,5,4,11,13,15,1,20,1,11,2
ENSMUSG00000101964.2,Gm28693,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000103303.2,Gm37802,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000070565.12,Rasal2,32,6,29,22,13,5,33,4,35,4
ENSMUSG00000102391.2,Gm37578,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000033488.12,Cryzl2,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000004031.14,Brinp2,7,3,7,5,7,0,12,4,15,3
ENSMUSG00000026587.16,Astn1,62,12,86,40,44,17,100,18,68,13
ENSMUSG00000073530.12,Pappa2,15,1,13,8,6,1,22,4,29,3
ENSMUSG00000103572.2,Gm37115,1,0,1,0,0,0,1,0,0,0
ENSMUSG00000040782.13,Cop1,7,0,11,4,3,1,10,1,0,1
ENSMUSG00000015829.14,Tnr,44,20,63,40,40,7,60,17,44,8
ENSMUSG00000103225.2,Gm37731,1,0,1,0,0,1,0,0,0,0
ENSMUSG00000073528.8,Gm10530,2,1,0,1,0,0,0,0,1,0
ENSMUSG00000014226.11,Cacybp,6,1,3,0,1,1,5,1,3,0
ENSMUSG00000103006.2,4933417C20Rik,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000026721.17,Rabgap1l,29,8,21,7,11,5,35,2,20,5
ENSMUSG00000103693.2,Gm37529,2,0,0,1,0,0,0,0,1,0
ENSMUSG00000118401.2,Gpr52,1,0,2,0,0,1,0,0,0,0
ENSMUSG00000103432.2,6720464F23Rik,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000103343.2,Gm37052,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000040423.12,Rc3h1,20,13,42,13,31,1,31,5,25,9
ENSMUSG00000043467.20,Zbtb37,12,1,14,9,8,2,14,2,8,2
ENSMUSG00000053332.14,Gas5,1,0,0,1,3,2,0,0,0,0
ENSMUSG00000026705.17,Klhl20,5,0,5,2,3,0,2,4,3,0
ENSMUSG00000044835.16,Ankrd45,2,0,3,2,4,0,4,0,1,0
ENSMUSG00000026701.16,Prdx6,17,6,45,15,14,5,41,8,24,2
ENSMUSG00000066755.3,Tnfsf18,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000040297.13,Suco,8,3,18,6,9,2,13,6,9,1
ENSMUSG00000026698.9,Pigc,1,0,2,0,2,2,8,0,0,0
ENSMUSG00000040265.17,Dnm3,161,44,155,79,72,28,179,31,119,10
ENSMUSG00000078190.8,Dnm3os,3,1,2,4,2,0,1,0,1,1
ENSMUSG00000026694.20,Eef1aknmt,1,2,0,1,0,0,3,0,1,0
ENSMUSG00000026696.16,Vamp4,12,1,10,6,6,5,16,3,6,1
ENSMUSG00000040225.16,Prrc2c,114,28,132,74,105,24,162,35,108,19
ENSMUSG00000026586.17,Prrx1,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000089700.2,Gm2343,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000026585.14,Kifap3,36,7,29,14,24,11,34,9,36,6
ENSMUSG00000026584.15,Scyl3,4,1,2,2,4,1,1,0,3,0
ENSMUSG00000040918.13,Slc19a2,2,0,1,0,0,0,1,1,1,0
ENSMUSG00000026578.7,Ccdc181,5,0,2,1,1,3,3,2,3,1
ENSMUSG00000026577.14,Blzf1,7,0,3,3,5,1,2,0,1,0
ENSMUSG00000026575.16,Nme7,1,0,2,0,0,0,1,1,0,0
ENSMUSG00000026576.13,Atp1b1,80,27,67,37,64,30,116,24,98,26
ENSMUSG00000040848.12,Sft2d2,4,1,5,1,3,0,4,1,1,0
ENSMUSG00000040843.11,Tiprl,4,0,2,5,2,0,2,1,4,1
ENSMUSG00000102302.2,Gm38190,1,0,8,3,1,0,0,0,0,0
ENSMUSG00000040836.16,Gpr161,3,2,2,0,0,0,0,0,1,0
ENSMUSG00000026571.13,Dcaf6,9,2,3,5,4,0,11,3,4,1
ENSMUSG00000104427.2,Gm38368,1,0,2,0,0,0,1,0,1,0
ENSMUSG00000026568.7,Mpc2,3,2,1,1,0,2,2,0,1,1
ENSMUSG00000103763.2,Gm37860,1,0,2,0,0,0,0,0,0,0
ENSMUSG00000026566.16,Mpzl1,4,0,4,3,2,1,1,1,0,0
ENSMUSG00000103098.2,Gm37559,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000040713.13,Creg1,3,2,6,0,1,0,0,0,2,0
ENSMUSG00000026565.19,Pou2f1,15,4,22,8,6,2,19,6,6,3
ENSMUSG00000040612.14,Ildr2,9,1,10,4,10,2,6,0,6,0
