Gene,Gene name,LS8A/AGGGTA,LS8A/GTTAGG,LS8A/TATGGA,LS8B/TATGGA,LS8B/AGGGTA,LS8B/GTTAGG,LS8C/TATGGA,LS8C/AGGGTA,LS8C/GTTAGG,LS8D/AGGGTA,LS8D/GTTAGG,LS8D/TATGGA,LS8E/TATGGA,LS8E/GTTAGG,LS8E/AGGGTA,LS8F/TATGGA,LS8F/GTTAGG,LS8F/AGGGTA,LS8H/TATGGA,LS8H/GTTAGG,LS8H/AGGGTA
ENSMUSG00000026082.12,Rev1,13,1,7,12,13,4,11,10,5,9,5,6,4,2,3,1,0,1,2,0,0
ENSMUSG00000103804.2,Gm37062,3,0,0,0,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000037138.19,Aff3,129,12,36,12,100,5,10,83,13,91,12,6,11,2,5,16,2,0,5,1,3
ENSMUSG00000087131.8,Gm16152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048814.12,Lonrf2,310,52,64,27,250,54,14,230,49,230,62,14,31,14,10,16,0,4,17,2,5
ENSMUSG00000026080.14,Chst10,42,7,10,5,30,5,4,28,4,31,7,4,3,1,6,4,0,2,2,0,1
ENSMUSG00000026078.11,Pdcl3,11,0,22,12,8,5,6,5,1,7,3,9,6,0,0,4,0,1,1,1,0
ENSMUSG00000103046.2,Gm37309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026077.16,Npas2,13,3,2,3,9,0,3,9,0,5,1,0,2,0,1,0,0,0,1,0,0
ENSMUSG00000092563.2,Gm3617,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000073702.12,Rpl31,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000003134.11,Tbc1d8,26,11,126,131,22,13,89,37,19,15,9,58,24,3,8,20,2,1,10,1,3
ENSMUSG00000102607.2,Gm37265,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003135.16,Cnot11,34,8,51,46,32,6,21,21,11,19,12,24,5,0,2,5,0,3,4,2,1
ENSMUSG00000085894.2,Gm15832,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048234.14,Rnf149,1,0,1,4,1,1,1,0,2,2,1,2,0,0,1,1,0,0,0,0,0
ENSMUSG00000050967.6,Creg2,28,5,7,4,15,4,1,11,8,12,5,1,0,1,2,3,0,1,0,0,3
ENSMUSG00000097083.2,D930019O06Rik,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026074.16,Map4k4,141,24,80,65,122,34,35,114,27,100,24,34,19,5,4,12,0,4,8,2,3
ENSMUSG00000097899.3,Gm16894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026072.13,Il1r1,6,8,3,2,10,3,0,3,2,4,4,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000026069.16,Il1rl1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100178.2,Gm5267,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000045515.5,Pou3f3,1,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000060679.15,Mrps9,6,0,6,6,2,3,2,8,2,6,1,2,3,0,0,0,0,0,0,0,1
ENSMUSG00000041907.10,Gpr45,14,1,0,0,4,1,1,8,0,9,2,1,4,0,0,0,0,0,0,0,0
ENSMUSG00000070939.10,Tgfbrap1,63,8,65,61,42,12,47,52,12,39,7,23,18,2,5,6,4,2,9,1,3
ENSMUSG00000010290.8,AI597479,30,8,21,23,15,6,13,14,8,11,6,4,3,1,0,2,2,1,1,0,0
ENSMUSG00000066877.12,Nck2,18,3,11,6,20,4,2,15,2,15,4,2,5,0,0,0,0,0,1,0,0
ENSMUSG00000026051.9,Ecrg4,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100635.2,Gm29157,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100764.2,Gm29155,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057363.13,Uxs1,4,2,2,6,3,0,1,4,1,0,0,2,0,0,0,0,0,1,0,0,0
ENSMUSG00000100701.2,Gm19587,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000041763.15,Tpp2,71,8,37,31,47,11,20,49,8,33,12,6,15,3,0,9,0,1,0,1,1
ENSMUSG00000026048.17,Ercc5,0,1,10,12,8,2,4,8,4,2,4,6,4,1,1,0,0,0,0,0,0
ENSMUSG00000047343.5,Mettl21c,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091844.3,Gm8251,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026049.12,Tex30,1,0,0,2,2,0,0,2,0,1,0,5,0,0,0,1,0,0,1,0,0
ENSMUSG00000026047.14,Poglut2,0,2,7,2,3,1,2,3,0,3,1,2,1,0,0,0,0,0,1,0,0
ENSMUSG00000041684.12,Bivm,19,8,29,20,14,5,16,29,13,12,6,7,6,0,2,6,0,0,0,1,0
ENSMUSG00000056870.10,Gulp1,7,4,45,49,14,6,30,10,8,2,3,22,7,0,4,11,1,1,6,1,0
ENSMUSG00000102319.2,Gm37626,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000089877.2,Gm16102,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000103071.2,Gm38110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101251.2,Gm3496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026043.19,Col3a1,2,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000026042.17,Col5a2,0,0,1,0,3,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000025995.17,Wdr75,15,9,24,24,17,10,17,11,4,14,2,8,6,1,0,5,0,0,3,1,1
ENSMUSG00000025993.11,Slc40a1,3,2,0,0,0,2,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000041144.13,Dnah7b,4,2,13,12,2,0,7,0,3,5,4,8,2,0,0,3,0,0,2,0,0
ENSMUSG00000101262.2,Gm8326,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1
ENSMUSG00000101337.7,Dnah7c,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025986.7,Slc39a10,48,1,15,20,35,6,10,44,6,29,7,6,2,0,3,4,0,0,0,0,1
ENSMUSG00000100213.2,Gm28151,1,0,3,3,1,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100160.2,Gm28527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100033.2,Gm8337,5,0,3,3,4,5,0,3,2,5,3,1,4,2,0,0,0,0,0,0,0
ENSMUSG00000096973.2,Gm5974,1,1,2,6,2,0,2,0,0,2,0,1,2,0,0,0,0,0,1,0,0
ENSMUSG00000097883.2,Gm8357,5,1,7,2,0,1,4,2,1,0,2,0,5,0,0,2,1,0,1,0,0
ENSMUSG00000099454.2,Gm8367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026109.15,Tmeff2,18,6,6,1,23,5,0,10,10,15,5,1,2,0,1,0,0,0,0,0,0
ENSMUSG00000045954.8,Cavin2,1,1,0,0,2,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026107.12,Nabp1,6,1,2,4,4,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018417.15,Myo1b,155,3,19,15,124,2,12,114,0,97,4,7,9,0,1,5,1,0,1,1,3
ENSMUSG00000101724.2,Gm29453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109599.2,Gm31812,1,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000026104.15,Stat1,3,6,12,6,7,2,3,5,2,3,3,1,2,1,0,2,0,0,1,0,0
ENSMUSG00000026103.15,Gls,174,111,302,250,143,103,147,134,86,114,98,105,71,8,22,39,5,3,21,4,5
ENSMUSG00000002881.15,Nab1,31,2,11,9,32,1,10,19,3,16,2,3,12,1,1,6,0,1,3,0,1
ENSMUSG00000099878.2,Gm28178,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043015.16,Nemp2,5,2,4,1,3,2,1,3,0,6,2,2,0,2,0,0,0,0,0,0,0
ENSMUSG00000103630.2,Gm37242,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041439.16,Mfsd6,324,17,66,60,227,12,28,213,13,223,19,14,24,3,3,7,1,4,6,3,1
ENSMUSG00000100302.2,Gm29670,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026102.10,Inpp1,43,11,45,46,38,5,22,40,8,21,7,19,8,2,6,2,1,0,1,1,1
ENSMUSG00000041426.13,Hibch,4,1,5,9,3,1,2,1,0,2,1,4,1,0,1,1,0,0,0,0,1
ENSMUSG00000043629.13,1700019D03Rik,2,1,3,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026100.7,Mstn,28,0,1,1,16,1,0,12,0,23,1,0,0,0,0,0,0,0,1,1,0
ENSMUSG00000026098.14,Pms1,1,1,9,7,9,1,5,4,2,4,2,6,2,1,0,1,1,0,1,0,0
ENSMUSG00000026097.10,Ormdl1,1,2,2,6,1,3,2,1,1,2,0,2,0,0,0,0,0,0,1,0,0
ENSMUSG00000026096.15,Osgepl1,4,2,7,2,4,1,2,4,0,3,0,2,2,0,0,0,0,0,0,0,0
ENSMUSG00000099913.2,Gm28551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026095.16,Asnsd1,3,1,0,1,1,1,2,1,1,0,1,2,0,0,0,0,1,1,0,0,0
ENSMUSG00000026094.15,Stk17b,6,0,6,6,3,0,1,3,0,5,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000042807.16,Hecw2,88,7,9,4,59,5,7,60,5,68,4,3,2,1,0,2,0,1,1,1,1
ENSMUSG00000102868.2,Gm37633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041303.8,Gtf3c3,26,10,23,29,25,7,18,19,4,31,3,15,5,0,1,3,1,2,1,2,3
ENSMUSG00000073678.5,Pgap1,28,17,40,43,31,9,21,35,7,26,7,10,11,0,5,2,0,2,4,0,2
ENSMUSG00000052331.15,Ankrd44,4,0,8,5,7,4,3,10,2,10,2,3,3,0,0,0,0,0,0,1,2
ENSMUSG00000102642.2,A130048G24Rik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025982.14,Sf3b1,141,54,199,192,134,53,138,103,47,115,51,83,36,11,11,25,3,5,14,3,6
ENSMUSG00000025981.14,Coq10b,9,2,15,3,12,0,4,10,5,8,1,1,1,0,0,1,0,3,0,0,1
ENSMUSG00000025980.15,Hspd1,5,1,3,5,3,1,1,5,1,7,3,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000089670.2,Gm16581,2,0,4,3,2,0,4,2,0,2,3,1,1,0,1,2,0,0,1,0,0
ENSMUSG00000025979.14,Mob4,15,7,30,27,23,11,11,20,6,15,5,11,1,1,4,3,0,3,6,0,0
ENSMUSG00000025978.15,Rftn2,4,3,1,2,1,3,1,5,1,4,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000046994.10,Mars2,16,2,13,14,14,1,8,12,4,11,4,5,1,0,2,3,0,0,1,2,0
ENSMUSG00000038349.11,Plcl1,27,25,15,10,24,23,4,15,23,17,18,4,4,2,5,3,2,1,3,1,1
ENSMUSG00000102145.2,Gm38056,2,7,5,4,6,7,1,2,6,2,10,0,0,0,2,1,0,0,2,0,0
ENSMUSG00000102831.2,Gm37382,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038331.16,Satb2,60,0,8,6,68,1,6,42,2,39,1,2,1,0,1,1,1,0,0,1,1
ENSMUSG00000087022.5,9130024F11Rik,1,0,0,0,6,1,1,7,0,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101429.2,BC055402,5,1,3,0,3,1,0,4,2,5,2,1,1,0,0,0,1,0,0,1,0
ENSMUSG00000101129.2,Gm5254,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000038323.4,1700066M21Rik,5,0,3,2,2,2,3,2,2,3,5,3,0,0,0,0,0,0,0,1,0
ENSMUSG00000048495.17,Tyw5,4,3,3,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000025971.7,Maip1,5,4,7,6,2,3,3,0,6,1,3,2,3,0,2,0,0,1,0,0,0
ENSMUSG00000101826.2,Gm8581,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038305.16,Spats2l,33,4,4,2,23,3,2,28,0,33,2,2,3,1,2,1,0,0,1,0,0
ENSMUSG00000091283.2,Gm17234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054770.17,Kctd18,5,0,8,5,2,1,7,4,2,5,3,2,3,0,2,0,0,0,0,0,1
ENSMUSG00000026039.10,Sgo2a,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063558.5,Aox1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089822.2,Gm15759,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103839.2,Gm37607,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051223.15,Bzw1,106,19,61,54,86,27,39,79,16,63,21,24,17,4,4,9,0,1,10,0,1
ENSMUSG00000026034.18,Clk1,33,19,35,45,16,13,27,21,11,18,11,18,10,0,5,5,0,2,1,0,1
ENSMUSG00000026035.16,Ppil3,5,1,3,4,3,2,0,1,2,4,5,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000026036.18,Nif3l1,21,7,14,14,16,10,14,19,7,15,7,8,3,2,1,3,0,0,3,0,0
ENSMUSG00000026037.15,Orc2,3,1,10,11,2,1,7,3,2,2,1,4,2,0,0,0,0,1,0,1,0
ENSMUSG00000085054.3,Gm15834,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000038174.15,Fam126b,91,25,153,111,88,29,77,83,15,64,23,50,33,6,13,23,3,1,11,1,9
ENSMUSG00000026032.9,Ndufb3,4,0,2,4,3,1,2,3,2,1,1,0,2,0,0,2,0,0,0,0,1
ENSMUSG00000026031.16,Cflar,27,9,52,37,23,11,44,23,12,21,9,18,14,3,4,7,2,1,2,2,5
ENSMUSG00000026028.13,Trak2,187,56,286,316,154,62,180,144,74,115,59,119,68,7,25,47,4,9,30,7,7
ENSMUSG00000102719.2,Gm37760,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026029.15,Casp8,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000026027.14,Stradb,22,5,14,9,21,5,6,16,3,20,5,6,4,1,0,4,3,0,0,0,0
ENSMUSG00000072295.8,C2cd6,2,0,8,21,2,0,8,1,1,0,2,1,1,0,0,2,0,0,2,0,0
ENSMUSG00000038079.15,Tmem237,14,8,68,75,10,9,59,11,10,9,2,23,13,1,7,9,2,1,9,2,7
ENSMUSG00000097573.3,G730003C15Rik,0,0,4,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
ENSMUSG00000079550.10,Mpp4,32,25,417,443,37,35,255,29,36,16,22,183,84,21,17,54,8,9,32,9,9
ENSMUSG00000101586.2,Gm29017,1,1,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000099563.2,Gm19125,0,0,5,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000026024.15,Als2,33,7,104,92,32,13,62,30,13,33,10,40,18,7,6,6,1,1,11,1,4
ENSMUSG00000026023.17,Cdk15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041075.9,Fzd7,7,5,2,0,11,2,2,12,3,9,7,1,1,0,0,1,0,0,0,0,0
ENSMUSG00000047361.17,Gm973,1,1,2,1,2,1,0,3,0,2,2,1,2,0,0,0,0,0,0,0,0
ENSMUSG00000067336.7,Bmpr2,345,93,316,296,295,102,185,290,84,230,80,115,67,18,16,41,8,11,25,6,16
ENSMUSG00000026021.16,Sumo1,4,2,2,1,2,1,3,1,1,2,0,2,0,0,0,2,0,0,0,0,0
ENSMUSG00000103821.2,D430013B06Rik,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026020.10,Nop58,19,10,28,27,26,7,16,11,8,17,8,14,4,2,4,2,0,0,2,1,0
ENSMUSG00000041040.13,Fam117b,86,16,78,72,72,26,57,71,25,81,32,35,13,4,6,9,1,5,6,1,4
ENSMUSG00000103696.2,Gm37531,0,1,4,2,1,0,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0
ENSMUSG00000100901.2,Gm18829,0,0,3,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000026018.13,Ica1l,11,1,2,1,12,1,2,15,2,12,3,3,3,0,0,2,0,1,0,0,0
ENSMUSG00000073664.12,Nbeal1,61,19,69,60,46,18,39,67,5,60,20,33,15,2,3,1,3,1,5,2,0
ENSMUSG00000026019.16,Wdr12,13,3,6,8,11,3,2,8,1,5,2,2,1,0,0,2,0,0,0,0,0
ENSMUSG00000026017.14,Carf,20,11,28,25,17,5,14,21,8,10,5,5,3,2,0,6,0,0,4,3,2
ENSMUSG00000049439.14,Cyp20a1,4,1,7,4,4,3,1,4,1,5,0,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000026014.16,Raph1,153,13,154,134,137,20,98,132,26,134,25,62,33,10,11,16,0,4,10,8,3
ENSMUSG00000026782.16,Abi2,160,58,160,173,165,54,97,159,65,135,58,71,47,6,7,28,5,5,17,6,6
ENSMUSG00000081382.2,Rpl18-ps1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026009.15,Icos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052062.15,Pard3b,12,3,7,3,10,5,1,15,3,8,2,2,0,0,0,2,0,0,0,0,0
ENSMUSG00000081950.2,Gm11600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025969.16,Nrp2,67,11,11,3,56,8,1,54,1,43,9,3,7,1,5,2,0,1,0,1,1
ENSMUSG00000100811.2,Gm29083,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103032.2,Gm37121,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040865.16,Ino80d,94,45,246,211,85,30,127,77,39,46,43,95,41,8,16,21,4,7,15,3,6
ENSMUSG00000084799.8,Ino80dos,3,1,5,5,2,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101599.2,Gm20342,19,7,7,7,6,9,10,4,8,3,7,9,1,2,1,1,0,0,2,0,1
ENSMUSG00000025968.17,Ndufs1,50,14,48,30,37,5,22,31,11,41,12,24,12,1,3,8,2,1,4,0,1
ENSMUSG00000025967.17,Eef1b2,18,5,11,7,9,1,1,13,1,12,4,3,2,0,1,0,0,0,0,0,1
ENSMUSG00000046856.14,Gpr1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000027520.17,Zdbf2,73,2,35,15,56,7,10,58,4,43,4,6,14,0,4,5,0,1,1,0,1
ENSMUSG00000025964.16,Adam23,331,15,44,16,289,10,5,234,16,215,16,8,19,2,6,10,0,4,11,0,2
ENSMUSG00000083066.2,Gm12748,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000025962.16,Fastkd2,4,1,1,3,6,1,2,9,0,9,1,2,1,1,0,0,0,0,0,0,0
ENSMUSG00000025961.2,4933402D24Rik,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025959.14,Klf7,114,5,27,27,93,6,8,62,9,82,7,11,10,5,6,7,1,1,2,1,2
ENSMUSG00000025958.15,Creb1,48,20,143,131,52,31,70,47,15,33,26,51,19,6,9,19,4,1,9,0,3
ENSMUSG00000025956.11,Mettl21a,4,1,1,4,4,1,1,1,0,5,2,1,2,0,1,0,0,0,0,0,0
ENSMUSG00000087213.3,2810408I11Rik,0,0,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000070871.11,Ccnyl1,1,0,2,2,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045005.10,Fzd5,21,37,32,26,19,51,11,24,45,17,38,16,12,3,4,4,0,2,5,2,0
ENSMUSG00000102140.2,Gm38058,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051344.14,Plekhm3,117,24,166,163,88,24,95,97,17,90,23,79,31,3,9,14,1,1,15,3,5
ENSMUSG00000025955.14,Akr1cl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044816.11,D630023F18Rik,2,1,3,0,1,0,2,4,1,4,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025950.17,Idh1,52,14,61,81,36,20,52,44,11,34,18,32,15,1,7,10,4,4,9,0,2
ENSMUSG00000025949.17,Pikfyve,56,17,56,52,56,9,35,62,15,38,23,21,7,2,1,11,2,0,7,0,3
ENSMUSG00000025946.14,Pth2r,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100504.2,Gm28926,4,1,3,2,6,0,2,7,0,2,0,1,1,0,2,2,0,0,2,1,0
ENSMUSG00000088850.3,Gm24729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000015222.19,Map2,478,128,1099,1017,405,145,680,416,146,328,123,482,220,46,65,149,15,29,108,19,40
ENSMUSG00000073656.5,Gm10558,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000065694.3,Gm25411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055567.19,Unc80,220,88,223,169,174,79,103,204,76,177,116,93,53,10,17,30,0,13,18,2,8
ENSMUSG00000103375.2,Gm37181,1,4,0,2,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026005.16,Rpe,10,3,17,9,7,1,11,5,3,11,6,2,0,0,2,3,1,0,1,0,0
ENSMUSG00000026004.16,Kansl1l,10,15,52,48,9,6,36,13,8,10,6,20,8,4,4,8,1,5,3,1,0
ENSMUSG00000102559.2,Gm37570,2,1,7,10,0,1,2,1,0,1,1,6,2,0,1,0,0,0,0,2,1
ENSMUSG00000102374.2,Gm38387,1,1,2,3,0,1,3,2,2,2,2,1,2,0,0,0,0,0,0,0,0
ENSMUSG00000102776.2,Gm38162,2,0,9,3,0,0,2,1,0,0,2,5,2,1,0,2,0,0,0,0,0
ENSMUSG00000082057.2,Gm15789,1,0,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000103382.2,Gm37755,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000026003.6,Acadl,8,1,3,2,3,2,1,5,1,6,1,0,1,0,0,0,0,0,2,0,0
ENSMUSG00000026000.17,Lancl1,73,16,29,25,42,11,21,62,8,54,14,10,9,2,0,2,0,1,6,0,1
ENSMUSG00000062209.16,Erbb4,4,16,9,1,3,13,2,15,6,4,17,0,1,0,0,0,0,0,1,1,1
ENSMUSG00000103642.2,Gm37769,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000087514.2,Gm16076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025997.14,Ikzf2,3,5,51,62,5,5,35,5,7,5,11,23,8,4,0,10,0,2,8,0,2
ENSMUSG00000100815.2,Gm29112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045648.16,Vwc2l,28,10,1,1,17,5,2,7,3,14,5,1,1,2,1,0,0,0,1,0,0
ENSMUSG00000026196.8,Bard1,5,0,1,0,5,1,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050296.15,Abca12,9,0,0,0,5,0,0,8,1,11,1,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000026192.14,Atic,33,7,13,9,20,10,12,19,7,20,4,5,5,0,0,0,1,1,1,0,0
ENSMUSG00000026193.16,Fn1,87,32,32,17,95,38,10,122,30,67,55,10,17,5,1,9,1,1,14,4,3
ENSMUSG00000100319.2,Gm5256,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000039395.9,Mreg,17,7,64,48,30,3,46,24,7,24,4,31,11,1,3,8,2,1,3,2,3
ENSMUSG00000026189.14,Pecr,2,2,2,1,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000026188.12,Tmem169,23,10,4,2,18,3,2,15,2,17,3,2,2,0,3,0,1,0,0,0,1
ENSMUSG00000026187.10,Xrcc5,12,8,11,22,6,5,10,6,2,6,3,7,5,0,0,3,0,0,0,0,0
ENSMUSG00000039372.6,Marchf4,81,8,17,8,46,9,3,56,5,58,4,5,6,3,6,6,0,0,4,1,0
ENSMUSG00000039354.17,Smarcal1,89,20,55,29,70,11,23,54,15,56,19,20,10,3,3,7,2,0,2,1,3
ENSMUSG00000046330.11,Rpl37a,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000039323.19,Igfbp2,10,0,3,4,12,1,2,14,1,7,0,2,1,0,0,2,0,0,1,0,0
ENSMUSG00000026185.9,Igfbp5,472,35,80,37,525,29,26,438,21,291,29,16,42,7,14,19,2,5,20,1,4
ENSMUSG00000055322.17,Tns1,201,10,37,15,143,14,7,80,19,135,21,12,8,2,3,5,0,0,9,2,3
ENSMUSG00000006304.15,Arpc2,43,5,34,28,21,8,17,29,5,29,8,5,3,1,3,7,0,0,2,1,0
