436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
295,ENSMUSG00000082935.3,Gm7658,processed_pseudogene,1124,3,2.669039145907473,55.165360696181445,5.811608734958375
296,ENSMUSG00000103748.1,Gm38243,TEC,1567,0,0.0,0.0,0.0
297,ENSMUSG00000099692.1,Gm5696,processed_pseudogene,552,0,0.0,0.0,0.0
298,ENSMUSG00000100418.1,Gm28239,processed_pseudogene,447,0,0.0,0.0,0.0
299,ENSMUSG00000041670.17,Rims1,protein_coding,7821,0,0.0,0.0,0.0
300,ENSMUSG00000097642.1,Gm26866,processed_pseudogene,802,0,0.0,0.0,0.0
301,ENSMUSG00000101468.1,Gm7761,processed_pseudogene,921,0,0.0,0.0,0.0
302,ENSMUSG00000101227.1,Gm29506,sense_overlapping,2078,0,0.0,0.0,0.0
303,ENSMUSG00000073730.2,Ppp1r14bl,protein_coding,1781,0,0.0,0.0,0.0
304,ENSMUSG00000089553.1,Gm24176,snoRNA,121,0,0.0,0.0,0.0
305,ENSMUSG00000102766.1,Gm6420,TEC,723,0,0.0,0.0,0.0
306,ENSMUSG00000065405.3,Mir30a,miRNA,71,0,0.0,0.0,0.0
307,ENSMUSG00000097970.1,Gm27028,lincRNA,399,0,0.0,0.0,0.0
308,ENSMUSG00000065567.1,Mir30c-2,miRNA,84,0,0.0,0.0,0.0
309,ENSMUSG00000100775.1,Gm29107,lincRNA,347,0,0.0,0.0,0.0
310,ENSMUSG00000101226.1,Gm20954,processed_pseudogene,644,0,0.0,0.0,0.0
311,ENSMUSG00000026158.11,Ogfrl1,protein_coding,8109,11,1.3565174497471946,28.037346144102745,4.859837699746567
312,ENSMUSG00000097920.1,Gm7784,processed_pseudogene,989,12,12.133468149646108,250.78206439841435,7.976031706647935
313,ENSMUSG00000099503.1,Gm28822,lincRNA,778,0,0.0,0.0,0.0
314,ENSMUSG00000026156.8,B3gat2,protein_coding,6203,0,0.0,0.0,0.0
315,ENSMUSG00000026155.13,Smap1,protein_coding,3575,4,1.1188811188811187,23.125730693709258,4.5925007326971725
316,ENSMUSG00000026154.4,Sdhaf4,protein_coding,874,0,0.0,0.0,0.0
317,ENSMUSG00000102495.1,Gm26524,TEC,390,0,0.0,0.0,0.0
318,ENSMUSG00000026153.15,Fam135a,protein_coding,7773,6,0.7719027402547279,15.954165810499923,4.083567896610679
319,ENSMUSG00000102398.1,Gm37580,TEC,2800,0,0.0,0.0,0.0
320,ENSMUSG00000097670.1,Gm26607,processed_pseudogene,867,0,0.0,0.0,0.0
321,ENSMUSG00000026147.16,Col9a1,protein_coding,5068,0,0.0,0.0,0.0
322,ENSMUSG00000026141.13,Col19a1,protein_coding,6887,0,0.0,0.0,0.0
323,ENSMUSG00000077463.1,Gm26418,snoRNA,137,0,0.0,0.0,0.0
324,ENSMUSG00000099997.1,Tubb4b-ps2,processed_pseudogene,1337,0,0.0,0.0,0.0
325,ENSMUSG00000100131.1,Gm28439,unprocessed_pseudogene,876,0,0.0,0.0,0.0
326,ENSMUSG00000067736.2,Gm10222,unprocessed_pseudogene,294,1,3.4013605442176873,70.30143471939677,6.155859201594869
327,ENSMUSG00000101939.1,Gm28438,unprocessed_pseudogene,345,1,2.8985507246376816,59.909048717398996,5.928584667353474
328,ENSMUSG00000101111.1,Gm28437,unprocessed_pseudogene,783,1,1.277139208173691,26.396707289275415,4.775930606215963
329,ENSMUSG00000100862.1,Gm10925,unprocessed_pseudogene,678,1,1.4749262536873156,30.484692931419836,4.976578691777156
330,ENSMUSG00000102070.1,Gm28661,unprocessed_pseudogene,681,1,1.4684287812041115,30.350399129959836,4.970411905351622
331,ENSMUSG00000101249.1,Gm29216,unprocessed_pseudogene,492,1,2.032520325203252,42.009393917688314,5.426579896058176
332,ENSMUSG00000073725.8,Lmbrd1,protein_coding,5960,3,0.5033557046979866,10.403668695051671,3.5114261260042903
333,ENSMUSG00000100808.1,Gm28594,processed_pseudogene,661,0,0.0,0.0,0.0
334,ENSMUSG00000100483.1,Gm28237,lincRNA,1216,0,0.0,0.0,0.0
335,ENSMUSG00000100450.1,Gm9443,processed_pseudogene,816,0,0.0,0.0,0.0
336,ENSMUSG00000099392.1,Gm29414,lincRNA,448,0,0.0,0.0,0.0
337,ENSMUSG00000033569.17,Adgrb3,protein_coding,18559,0,0.0,0.0,0.0
338,ENSMUSG00000080849.1,Gm15702,processed_pseudogene,444,0,0.0,0.0,0.0
339,ENSMUSG00000104257.1,Gm20172,TEC,1551,0,0.0,0.0,0.0
340,ENSMUSG00000096866.1,Gm22260,snRNA,107,0,0.0,0.0,0.0
341,ENSMUSG00000102296.1,Gm37543,TEC,1031,0,0.0,0.0,0.0
342,ENSMUSG00000103209.1,Gm37331,TEC,3375,0,0.0,0.0,0.0
343,ENSMUSG00000104027.1,Gm37211,TEC,3433,0,0.0,0.0,0.0
344,ENSMUSG00000102407.1,Gm37862,TEC,2533,0,0.0,0.0,0.0
345,ENSMUSG00000103214.1,Gm38286,TEC,3105,0,0.0,0.0,0.0
346,ENSMUSG00000104100.1,Gm37880,TEC,3257,0,0.0,0.0,0.0
347,ENSMUSG00000084740.1,Gm25294,snRNA,104,0,0.0,0.0,0.0
348,ENSMUSG00000103889.1,Gm37011,TEC,2935,0,0.0,0.0,0.0
349,ENSMUSG00000101301.1,Gm29214,processed_pseudogene,570,0,0.0,0.0,0.0
350,ENSMUSG00000104221.1,Gm37051,TEC,2943,0,0.0,0.0,0.0
351,ENSMUSG00000102250.1,Gm38260,TEC,3995,0,0.0,0.0,0.0
352,ENSMUSG00000102317.1,Gm37628,TEC,5440,0,0.0,0.0,0.0
353,ENSMUSG00000103563.1,8030445P17Rik,TEC,2741,0,0.0,0.0,0.0
354,ENSMUSG00000102465.1,Gm38198,TEC,3581,0,0.0,0.0,0.0
355,ENSMUSG00000102659.1,Gm37077,TEC,3691,0,0.0,0.0,0.0
356,ENSMUSG00000103924.1,Gm37895,TEC,4550,0,0.0,0.0,0.0
357,ENSMUSG00000104132.1,Gm36952,TEC,3625,0,0.0,0.0,0.0
358,ENSMUSG00000102747.1,Gm37602,TEC,3310,0,0.0,0.0,0.0
359,ENSMUSG00000102386.1,2900022M07Rik,TEC,1017,0,0.0,0.0,0.0
360,ENSMUSG00000103004.1,2900002M20Rik,TEC,330,0,0.0,0.0,0.0
361,ENSMUSG00000104516.1,Gm9884,TEC,1222,0,0.0,0.0,0.0
362,ENSMUSG00000101618.1,Gm18443,processed_pseudogene,556,0,0.0,0.0,0.0
363,ENSMUSG00000099458.1,Gm19123,processed_pseudogene,651,0,0.0,0.0,0.0
364,ENSMUSG00000088111.1,Gm24064,snoRNA,106,0,0.0,0.0,0.0
365,ENSMUSG00000073722.3,4931408C20Rik,protein_coding,4318,0,0.0,0.0,0.0
366,ENSMUSG00000095256.1,n-R5s209,rRNA,119,0,0.0,0.0,0.0
367,ENSMUSG00000100310.1,Gm19641,processed_pseudogene,417,0,0.0,0.0,0.0
368,ENSMUSG00000101514.1,Gm5524,lincRNA,2002,0,0.0,0.0,0.0
369,ENSMUSG00000101033.1,Gm18776,processed_pseudogene,654,0,0.0,0.0,0.0
370,ENSMUSG00000101372.1,Gm19028,processed_pseudogene,1873,0,0.0,0.0,0.0
371,ENSMUSG00000103241.1,Gm38089,TEC,1514,0,0.0,0.0,0.0
372,ENSMUSG00000086240.4,Gm7846,processed_pseudogene,274,0,0.0,0.0,0.0
373,ENSMUSG00000048411.4,Gm597,protein_coding,2887,0,0.0,0.0,0.0
374,ENSMUSG00000081557.2,Gm5697,processed_pseudogene,2482,0,0.0,0.0,0.0
375,ENSMUSG00000058590.2,Gm6462,processed_pseudogene,304,0,0.0,0.0,0.0
376,ENSMUSG00000101235.1,Gm18033,processed_pseudogene,550,0,0.0,0.0,0.0
377,ENSMUSG00000064433.1,Gm25586,misc_RNA,112,0,0.0,0.0,0.0
378,ENSMUSG00000080625.1,Gm22679,miRNA,100,0,0.0,0.0,0.0
379,ENSMUSG00000080391.1,Gm23785,miRNA,96,0,0.0,0.0,0.0
380,ENSMUSG00000099257.1,Mir6342,miRNA,125,0,0.0,0.0,0.0
381,ENSMUSG00000099492.1,Gm5525,processed_pseudogene,1312,0,0.0,0.0,0.0
382,ENSMUSG00000118548.1,AC125120.1,processed_pseudogene,1285,0,0.0,0.0,0.0
383,ENSMUSG00000101726.1,Gm7858,processed_pseudogene,622,0,0.0,0.0,0.0
384,ENSMUSG00000096829.1,Gm23771,miRNA,110,0,0.0,0.0,0.0
385,ENSMUSG00000098883.1,Gm27430,miRNA,107,0,0.0,0.0,0.0
386,ENSMUSG00000053185.2,Gm9898,lincRNA,1161,0,0.0,0.0,0.0
387,ENSMUSG00000100261.1,Gm6473,unprocessed_pseudogene,1210,0,0.0,0.0,0.0
388,ENSMUSG00000101180.1,Gm2914,processed_pseudogene,328,0,0.0,0.0,0.0
389,ENSMUSG00000048874.15,Phf3,protein_coding,14190,22,1.550387596899225,32.044374895352945,5.046332799259681
390,ENSMUSG00000103783.1,Gm37522,TEC,2884,0,0.0,0.0,0.0
391,ENSMUSG00000104315.1,Gm37906,TEC,3035,0,0.0,0.0,0.0
392,ENSMUSG00000026064.16,Ptp4a1,protein_coding,5541,1,0.18047283883775492,3.7301248524639328,2.2418782642524793
393,ENSMUSG00000117310.2,Ptp4a1,protein_coding,4145,0,0.0,0.0,0.0
394,ENSMUSG00000117091.1,Gm5698,protein_coding,726,0,0.0,0.0,0.0
395,ENSMUSG00000086726.3,Gm9458,processed_pseudogene,729,0,0.0,0.0,0.0
396,ENSMUSG00000086727.8,4931428L18Rik,protein_coding,3751,0,0.0,0.0,0.0
397,ENSMUSG00000100237.1,Gm28644,lincRNA,585,0,0.0,0.0,0.0
398,ENSMUSG00000098529.1,Gm27362,rRNA,138,0,0.0,0.0,0.0
399,ENSMUSG00000100910.1,Gm29128,antisense,2858,0,0.0,0.0,0.0
400,ENSMUSG00000099796.1,Gm7893,processed_pseudogene,225,0,0.0,0.0,0.0
401,ENSMUSG00000050217.13,Lgsn,protein_coding,1937,0,0.0,0.0,0.0
402,ENSMUSG00000026063.4,Pih1d3,protein_coding,1451,0,0.0,0.0,0.0
403,ENSMUSG00000077664.1,Gm26145,snoRNA,127,0,0.0,0.0,0.0
404,ENSMUSG00000100205.1,Gm4850,processed_pseudogene,559,0,0.0,0.0,0.0
405,ENSMUSG00000100592.1,Gm28645,processed_pseudogene,564,0,0.0,0.0,0.0
406,ENSMUSG00000094215.2,Gm6489,processed_pseudogene,696,0,0.0,0.0,0.0
407,ENSMUSG00000101093.1,Eef1a1-ps2,processed_pseudogene,1337,2,1.4958863126402393,30.917908462980776,4.996294211706142
408,ENSMUSG00000070960.4,Gm19680,processed_pseudogene,1513,0,0.0,0.0,0.0
409,ENSMUSG00000088620.1,Gm23032,snRNA,107,0,0.0,0.0,0.0
410,ENSMUSG00000082159.2,Gm7910,processed_pseudogene,835,0,0.0,0.0,0.0
411,ENSMUSG00000026058.11,Khdrbs2,protein_coding,10291,0,0.0,0.0,0.0
412,ENSMUSG00000064688.1,Gm25814,snRNA,107,0,0.0,0.0,0.0
413,ENSMUSG00000103482.1,Gm37999,TEC,1809,0,0.0,0.0,0.0
414,ENSMUSG00000104498.1,Gm37110,TEC,1628,0,0.0,0.0,0.0
415,ENSMUSG00000104313.1,Gm37911,TEC,1545,0,0.0,0.0,0.0
416,ENSMUSG00000102865.1,Gm9839,TEC,1437,0,0.0,0.0,0.0
417,ENSMUSG00000102321.1,Gm37792,TEC,3413,0,0.0,0.0,0.0
418,ENSMUSG00000091318.2,Gm5415,protein_coding,3609,0,0.0,0.0,0.0
419,ENSMUSG00000089489.1,Gm24732,snRNA,63,0,0.0,0.0,0.0
420,ENSMUSG00000104433.1,Gm37426,TEC,2470,0,0.0,0.0,0.0
421,ENSMUSG00000089395.1,Gm23024,misc_RNA,292,0,0.0,0.0,0.0
422,ENSMUSG00000102926.1,Gm37151,TEC,5007,0,0.0,0.0,0.0
423,ENSMUSG00000100497.1,Gm28624,processed_pseudogene,2131,0,0.0,0.0,0.0
424,ENSMUSG00000102917.1,Gm37724,lincRNA,1221,0,0.0,0.0,0.0
425,ENSMUSG00000100481.1,Gm7114,processed_pseudogene,1789,0,0.0,0.0,0.0
426,ENSMUSG00000100590.1,Gm4785,processed_pseudogene,751,0,0.0,0.0,0.0
427,ENSMUSG00000088750.1,Gm24901,snRNA,110,0,0.0,0.0,0.0
428,ENSMUSG00000104230.1,Gm37591,lincRNA,650,0,0.0,0.0,0.0
429,ENSMUSG00000101754.2,Gm2987,processed_pseudogene,1693,0,0.0,0.0,0.0
430,ENSMUSG00000065223.1,Gm25792,snRNA,100,0,0.0,0.0,0.0
431,ENSMUSG00000100318.2,Gm18799,processed_pseudogene,913,0,0.0,0.0,0.0
432,ENSMUSG00000101612.2,Gm7933,processed_pseudogene,2255,0,0.0,0.0,0.0
433,ENSMUSG00000065260.1,Gm23453,snRNA,106,0,0.0,0.0,0.0
434,ENSMUSG00000026134.11,Prim2,protein_coding,5938,9,1.5156618390030314,31.326641338417627,5.014651717534798
435,ENSMUSG00000101682.1,Gm29228,processed_pseudogene,418,0,0.0,0.0,0.0
436,ENSMUSG00000102714.1,Gm37618,TEC,3075,0,0.0,0.0,0.0
437,ENSMUSG00000102093.1,Gm17813,processed_pseudogene,328,0,0.0,0.0,0.0
438,ENSMUSG00000103746.1,1700001G17Rik,TEC,889,0,0.0,0.0,0.0
439,ENSMUSG00000102198.1,Gm38173,TEC,2314,0,0.0,0.0,0.0
440,ENSMUSG00000004768.14,Rab23,protein_coding,8285,9,1.0863005431502715,22.452335095657673,4.55165967064321
441,ENSMUSG00000042215.8,Bag2,protein_coding,3059,8,2.6152337365152007,54.05327703825471,5.78275653744406
442,ENSMUSG00000103072.1,Gm37905,TEC,341,0,0.0,0.0,0.0
443,ENSMUSG00000042197.13,Zfp451,protein_coding,15839,10,0.6313529894564051,13.049196166110645,3.8124156829605127
444,ENSMUSG00000081402.4,Gm15455,processed_pseudogene,2557,0,0.0,0.0,0.0
445,ENSMUSG00000042182.16,Bend6,protein_coding,3421,0,0.0,0.0,0.0
446,ENSMUSG00000104416.1,Gm37067,TEC,1628,0,0.0,0.0,0.0
447,ENSMUSG00000026131.20,Dst,protein_coding,41619,51,1.2254018597275282,25.32736760091869,4.718491372482617
448,ENSMUSG00000103596.1,Gm37354,TEC,2384,0,0.0,0.0,0.0
449,ENSMUSG00000099382.1,Gm28631,processed_pseudogene,334,0,0.0,0.0,0.0
450,ENSMUSG00000084506.1,Gm23792,snRNA,93,0,0.0,0.0,0.0
451,ENSMUSG00000103364.1,Gm38157,TEC,1698,0,0.0,0.0,0.0
452,ENSMUSG00000105982.1,Mir6896,miRNA,73,0,0.0,0.0,0.0
453,ENSMUSG00000096992.3,Gm26788,processed_transcript,4782,0,0.0,0.0,0.0
454,ENSMUSG00000103001.1,A930005N03Rik,TEC,1247,0,0.0,0.0,0.0
455,ENSMUSG00000104397.1,Gm37958,lincRNA,430,0,0.0,0.0,0.0
456,ENSMUSG00000102839.1,Gm37385,TEC,387,0,0.0,0.0,0.0
457,ENSMUSG00000101206.1,Gm5266,processed_pseudogene,1162,0,0.0,0.0,0.0
458,ENSMUSG00000101462.2,Gm3052,transcribed_processed_pseudogene,2937,0,0.0,0.0,0.0
459,ENSMUSG00000102336.1,Gm37233,lincRNA,6263,1,0.1596678907871627,3.3001152494815025,2.104375326704798
460,ENSMUSG00000092852.1,Mir5103,miRNA,79,0,0.0,0.0,0.0
461,ENSMUSG00000042111.9,Ccdc115,protein_coding,2543,2,0.7864726700747149,16.25530617971109,4.108968168199
462,ENSMUSG00000101711.1,Gm28306,antisense,529,0,0.0,0.0,0.0
463,ENSMUSG00000026127.13,Imp4,protein_coding,8553,11,1.2860984449900619,26.58188236671684,4.7856490139748455
464,ENSMUSG00000026126.15,Ptpn18,protein_coding,6492,0,0.0,0.0,0.0
465,ENSMUSG00000100280.2,Gm28417,processed_transcript,2409,0,0.0,0.0,0.0
466,ENSMUSG00000101223.6,4930568A12Rik,lincRNA,1298,0,0.0,0.0,0.0
467,ENSMUSG00000026125.9,Prss39,protein_coding,1333,0,0.0,0.0,0.0
468,ENSMUSG00000101116.1,Gm28416,processed_pseudogene,292,0,0.0,0.0,0.0
469,ENSMUSG00000026124.4,Cfc1,protein_coding,1040,0,0.0,0.0,0.0
470,ENSMUSG00000101803.1,Gm28419,processed_pseudogene,475,0,0.0,0.0,0.0
471,ENSMUSG00000037529.13,Prss40,protein_coding,2105,0,0.0,0.0,0.0
472,ENSMUSG00000045815.4,1700101I19Rik,antisense,510,0,0.0,0.0,0.0
473,ENSMUSG00000045174.10,Amer3,protein_coding,4392,0,0.0,0.0,0.0
474,ENSMUSG00000100524.1,Gm28418,processed_pseudogene,423,0,0.0,0.0,0.0
475,ENSMUSG00000102499.1,Gm36984,processed_pseudogene,235,0,0.0,0.0,0.0
476,ENSMUSG00000103521.1,Gm29730,processed_pseudogene,1396,0,0.0,0.0,0.0
477,ENSMUSG00000104098.1,AA619741,processed_pseudogene,646,0,0.0,0.0,0.0
478,ENSMUSG00000037509.21,Arhgef4,protein_coding,9861,1,0.10140959334753066,2.095996532552748,1.6304038556968723
479,ENSMUSG00000102537.1,Gm37224,processed_pseudogene,148,0,0.0,0.0,0.0
480,ENSMUSG00000102612.1,Gm37845,processed_pseudogene,355,0,0.0,0.0,0.0
481,ENSMUSG00000118272.1,Arhgef4,protein_coding,171,0,0.0,0.0,0.0
482,ENSMUSG00000104002.2,Gm38336,antisense,2549,0,0.0,0.0,0.0
483,ENSMUSG00000037503.12,Fam168b,protein_coding,5219,34,6.514657980456025,134.64900200327457,7.0837346232387866
484,ENSMUSG00000104358.1,Gm37127,TEC,3036,0,0.0,0.0,0.0
485,ENSMUSG00000026123.11,Plekhb2,protein_coding,7987,3,0.3756103668461249,7.763348619319888,3.131482252630088
486,ENSMUSG00000103716.1,Gm19430,processed_pseudogene,2137,0,0.0,0.0,0.0
487,ENSMUSG00000103548.1,Gm37670,processed_pseudogene,229,0,0.0,0.0,0.0
488,ENSMUSG00000103760.1,Gm8009,processed_pseudogene,436,0,0.0,0.0,0.0
489,ENSMUSG00000103997.1,Gm38027,processed_pseudogene,235,0,0.0,0.0,0.0
490,ENSMUSG00000077231.1,Gm25096,snoRNA,129,0,0.0,0.0,0.0
491,ENSMUSG00000104417.1,Gm37068,lincRNA,640,0,0.0,0.0,0.0
492,ENSMUSG00000064601.1,Gm25634,snRNA,105,0,0.0,0.0,0.0
493,ENSMUSG00000101714.1,Gm28415,lincRNA,452,0,0.0,0.0,0.0
494,ENSMUSG00000102531.1,1110002O04Rik,lincRNA,566,0,0.0,0.0,0.0
495,ENSMUSG00000103096.1,Gm8022,processed_pseudogene,904,0,0.0,0.0,0.0
496,ENSMUSG00000102279.1,Gm37146,lincRNA,463,0,0.0,0.0,0.0
497,ENSMUSG00000103708.1,Gm33222,lincRNA,761,0,0.0,0.0,0.0
498,ENSMUSG00000104201.1,4930535G08Rik,lincRNA,425,0,0.0,0.0,0.0
499,ENSMUSG00000102434.1,Gm38049,TEC,1372,0,0.0,0.0,0.0
500,ENSMUSG00000045216.7,Hs6st1,protein_coding,5542,7,1.2630819198845182,26.10616251398747,4.760548976638545
501,ENSMUSG00000104523.1,Gm37335,antisense,447,0,0.0,0.0,0.0
502,ENSMUSG00000102202.1,Gm33280,lincRNA,4340,0,0.0,0.0,0.0
503,ENSMUSG00000037470.14,Uggt1,protein_coding,12853,36,2.800902513031977,57.8907947615417,5.8799702384550185
504,ENSMUSG00000098752.1,Mir6897,miRNA,62,0,0.0,0.0,0.0
505,ENSMUSG00000047180.8,Neurl3,protein_coding,3217,0,0.0,0.0,0.0
506,ENSMUSG00000037447.16,Arid5a,protein_coding,12540,0,0.0,0.0,0.0
507,ENSMUSG00000102762.1,4930403P22Rik,lincRNA,713,0,0.0,0.0,0.0
508,ENSMUSG00000010453.12,Kansl3,protein_coding,6742,9,1.3349154553544942,27.59086269171223,4.83748224694024
509,ENSMUSG00000098680.1,Mir6898,miRNA,77,0,0.0,0.0,0.0
510,ENSMUSG00000037432.15,Fer1l5,protein_coding,6356,0,0.0,0.0,0.0
511,ENSMUSG00000001143.13,Lman2l,protein_coding,7359,2,0.2717760565294198,5.617236528741039,2.7262288486559507
512,ENSMUSG00000037408.10,Cnnm4,protein_coding,4829,7,1.4495754814661421,29.96072740785226,4.952367462215072
513,ENSMUSG00000104316.1,Gm37909,TEC,2159,0,0.0,0.0,0.0
514,ENSMUSG00000106081.1,Gm47280,miRNA,141,0,0.0,0.0,0.0
515,ENSMUSG00000001138.13,Cnnm3,protein_coding,6420,2,0.3115264797507788,6.438822992991479,2.895074369114885
516,ENSMUSG00000102845.1,Gm38033,antisense,269,0,0.0,0.0,0.0
517,ENSMUSG00000067653.12,Ankrd23,protein_coding,2697,0,0.0,0.0,0.0
518,ENSMUSG00000109510.1,Gm42417,protein_coding,2327,0,0.0,0.0,0.0
519,ENSMUSG00000079610.9,Ankrd39,protein_coding,4654,0,0.0,0.0,0.0
520,ENSMUSG00000026121.13,Sema4c,protein_coding,4593,3,0.6531678641410843,13.500079560746343,3.857988911098558
521,ENSMUSG00000087589.3,D430040D24Rik,processed_transcript,2830,0,0.0,0.0,0.0
522,ENSMUSG00000046337.17,Fam178b,protein_coding,3190,0,0.0,0.0,0.0
523,ENSMUSG00000089906.1,Gm6428,processed_pseudogene,345,0,0.0,0.0,0.0
524,ENSMUSG00000077939.1,Gm24133,miRNA,75,0,0.0,0.0,0.0
525,ENSMUSG00000061518.11,Cox5b,protein_coding,1587,1,0.630119722747322,13.023706242912821,3.8097957760224657
526,ENSMUSG00000037351.9,Actr1b,protein_coding,4274,20,4.679457182966776,96.71793077914202,6.610551409103695
527,ENSMUSG00000102416.4,4933424G06Rik,protein_coding,1744,0,0.0,0.0,0.0
528,ENSMUSG00000104237.1,Gm33533,lincRNA,1633,0,0.0,0.0,0.0
529,ENSMUSG00000026117.10,Zap70,protein_coding,2992,0,0.0,0.0,0.0
530,ENSMUSG00000097291.1,Gm18828,transcribed_processed_pseudogene,1012,0,0.0,0.0,0.0
531,ENSMUSG00000026116.11,Tmem131,protein_coding,9413,40,4.249442260703282,87.83011497929523,6.472976953510585
532,ENSMUSG00000103016.1,Gm37506,TEC,143,0,0.0,0.0,0.0
533,ENSMUSG00000102930.1,Gm38115,sense_intronic,2413,0,0.0,0.0,0.0
534,ENSMUSG00000103159.1,F830112A20Rik,TEC,3552,0,0.0,0.0,0.0
535,ENSMUSG00000080054.3,Rpl12-ps1,processed_pseudogene,498,1,2.0080321285140563,41.50325664157159,5.409501481094053
536,ENSMUSG00000095944.1,n-R5s210,rRNA,119,0,0.0,0.0,0.0
537,ENSMUSG00000050122.19,Vwa3b,protein_coding,5964,0,0.0,0.0,0.0
538,ENSMUSG00000103603.1,Gm37020,antisense,992,0,0.0,0.0,0.0
539,ENSMUSG00000026114.14,Cnga3,protein_coding,3957,0,0.0,0.0,0.0
540,ENSMUSG00000102231.1,1700074A21Rik,TEC,346,0,0.0,0.0,0.0
541,ENSMUSG00000026113.17,Inpp4a,protein_coding,10387,3,0.28882256666987577,5.969564399971882,2.801068490004924
542,ENSMUSG00000086064.1,4930439A04Rik,antisense,861,0,0.0,0.0,0.0
543,ENSMUSG00000102879.1,Gm37135,TEC,534,0,0.0,0.0,0.0
544,ENSMUSG00000026112.7,Coa5,protein_coding,5220,10,1.9157088122605366,39.595060933913125,5.3432323050661745
545,ENSMUSG00000026111.15,Unc50,protein_coding,1579,1,0.6333122229259025,13.089690821724288,3.816568048986363
546,ENSMUSG00000026110.15,Mgat4a,protein_coding,12881,0,0.0,0.0,0.0
547,ENSMUSG00000103948.1,4930594C11Rik,TEC,2755,0,0.0,0.0,0.0
548,ENSMUSG00000087233.1,Gm43213,processed_pseudogene,1790,0,0.0,0.0,0.0
549,ENSMUSG00000026090.16,2010300C02Rik,protein_coding,5075,0,0.0,0.0,0.0
550,ENSMUSG00000089767.1,4930556I23Rik,antisense,560,0,0.0,0.0,0.0
551,ENSMUSG00000104365.1,4930470B04Rik,TEC,1926,0,0.0,0.0,0.0
552,ENSMUSG00000102650.1,Gm19863,TEC,2218,0,0.0,0.0,0.0
553,ENSMUSG00000060771.15,Tsga10,protein_coding,10662,0,0.0,0.0,0.0
554,ENSMUSG00000097268.1,Gm26805,antisense,3089,0,0.0,0.0,0.0
555,ENSMUSG00000037216.5,Lipt1,protein_coding,2051,0,0.0,0.0,0.0
556,ENSMUSG00000026088.15,Mitd1,protein_coding,2770,0,0.0,0.0,0.0
557,ENSMUSG00000026087.11,Mrpl30,protein_coding,3226,8,2.4798512089274642,51.2551067762,5.7075001303714314
558,ENSMUSG00000061584.6,Lyg2,protein_coding,2564,0,0.0,0.0,0.0
559,ENSMUSG00000087374.1,Gm15457,antisense,3990,0,0.0,0.0,0.0
560,ENSMUSG00000026085.11,Lyg1,protein_coding,888,0,0.0,0.0,0.0
561,ENSMUSG00000089141.1,Gm23409,misc_RNA,237,0,0.0,0.0,0.0
562,ENSMUSG00000058407.12,Txndc9,protein_coding,9102,1,0.10986596352450011,2.2707780496047736,1.7096338634871358
563,ENSMUSG00000026083.12,Eif5b,protein_coding,9753,10,1.0253255408592228,21.19206583359238,4.471972067476601
564,ENSMUSG00000026082.11,Rev1,protein_coding,6168,1,0.1621271076523995,3.3509438728117136,2.1213284062283657
565,ENSMUSG00000103804.1,Gm37062,sense_intronic,701,0,0.0,0.0,0.0
566,ENSMUSG00000102716.1,Gm5099,lincRNA,1848,0,0.0,0.0,0.0
567,ENSMUSG00000037138.18,Aff3,protein_coding,6654,6,0.9017132551848512,18.63717025022782,4.295515144698099
568,ENSMUSG00000085391.1,Gm16150,antisense,912,0,0.0,0.0,0.0
569,ENSMUSG00000085280.1,Gm16151,antisense,639,0,0.0,0.0,0.0
570,ENSMUSG00000087131.7,Gm16152,antisense,1853,0,0.0,0.0,0.0
571,ENSMUSG00000102984.1,Gm34727,processed_pseudogene,529,0,0.0,0.0,0.0
572,ENSMUSG00000102541.1,Gm38135,processed_pseudogene,502,0,0.0,0.0,0.0
573,ENSMUSG00000103531.1,2610300A13Rik,TEC,503,0,0.0,0.0,0.0
574,ENSMUSG00000048814.11,Lonrf2,protein_coding,7506,0,0.0,0.0,0.0
575,ENSMUSG00000026080.13,Chst10,protein_coding,11964,0,0.0,0.0,0.0
576,ENSMUSG00000103647.1,Gm37707,antisense,325,0,0.0,0.0,0.0
577,ENSMUSG00000102447.1,Gm6621,processed_pseudogene,772,0,0.0,0.0,0.0
578,ENSMUSG00000067604.8,Nms,protein_coding,1001,0,0.0,0.0,0.0
579,ENSMUSG00000026078.10,Pdcl3,protein_coding,4219,7,1.659160938611045,34.292569957932805,5.141292583961306
580,ENSMUSG00000103046.1,Gm37309,TEC,1639,0,0.0,0.0,0.0
581,ENSMUSG00000104188.1,Gm37821,lincRNA,1843,0,0.0,0.0,0.0
582,ENSMUSG00000103182.1,Gm37091,TEC,2087,0,0.0,0.0,0.0
583,ENSMUSG00000098833.1,Mir6349,miRNA,97,0,0.0,0.0,0.0
584,ENSMUSG00000026077.15,Npas2,protein_coding,4791,0,0.0,0.0,0.0
585,ENSMUSG00000092553.1,Gm20428,processed_pseudogene,283,0,0.0,0.0,0.0
586,ENSMUSG00000092563.1,Gm3617,processed_pseudogene,555,1,1.8018018018018016,37.24076001351828,5.257039291240488
587,ENSMUSG00000073702.11,Rpl31,protein_coding,1662,2,1.203369434416366,24.87198773466023,4.693318994861781
588,ENSMUSG00000003134.10,Tbc1d8,protein_coding,5239,0,0.0,0.0,0.0
