,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
1700028N14Rik,1700028N14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1700028P14Rik,1700028P14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5
1700029H14Rik,1700029H14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1700029I15Rik,1700029I15Rik,0,0,0,0,0,0,0.0,0,0,0,0,1,0,2,0,2,2,2,12,16,16,19,24,25
1700029J03Rik,1700029J03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700029J07Rik,1700029J07Rik,0,2,2,1,7,4,0.0,0,0,0,1,4,20,13,16,11,69,37,61,65,83,89,194,155
1700029M20Rik,1700029M20Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029N11Rik,1700029N11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700029P11Rik,1700029P11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030C10Rik,1700030C10Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,14,9,3,11,8
1700030C12Rik,1700030C12Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,4,4
1700030I03Rik,1700030I03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1700030J22Rik,1700030J22Rik,0,0,1,3,1,2,0.0,0,0,0,0,1,1,0,3,0,3,1,7,1,3,3,4,7
1700030K09Rik,1700030K09Rik,0,0,2,1,2,1,0.0,0,0,0,1,0,12,7,10,7,30,12,59,77,65,86,141,128
1700030M09Rik,1700030M09Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1700031F05Rik,1700031F05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700031M16Rik,1700031M16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1700031P21Rik,1700031P21Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1700034B16Rik,1700034B16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700034G24Rik,1700034G24Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700034H15Rik,1700034H15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,4,5,5,17,14
1700034I23Rik,1700034I23Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,2
1700034J05Rik,1700034J05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1700034P13Rik,1700034P13Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,2,0,1,5,3,3,7,2
1700036A12Rik,1700036A12Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700036O09Rik,1700036O09Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700037C06Rik,1700037C06Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1700037C18Rik,1700037C18Rik,1,0,0,0,2,2,0.0,1,0,0,0,0,0,0,2,4,6,5,3,16,14,15,43,39
1700037F24Rik,1700037F24Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700037H04Rik,1700037H04Rik,0,0,0,0,2,1,0.0,0,0,0,1,1,5,14,6,4,25,24,66,66,43,66,157,124
1700039E15Rik,1700039E15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700039M10Rik,1700039M10Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1
1700040D17Rik,1700040D17Rik,0,1,0,0,0,0,0.0,0,0,0,0,1,1,1,2,2,5,2,11,25,14,19,28,25
1700040F17Rik,1700040F17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1700040L02Rik,1700040L02Rik,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,10,11,14,21,29,8
1700041G16Rik,1700041G16Rik,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,2,5,0,1,1,0,2,3
1700046C09Rik,1700046C09Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700047A11Rik,1700047A11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1700047G03Rik,1700047G03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047I17Rik2,1700047I17Rik2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1700047K16Rik,1700047K16Rik,0,0,0,2,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,10,2,3,7,3,5
1700047M11Rik,1700047M11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,2,4,1,0,0,0,1,0,0
1700047N06Rik,1700047N06Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700048M11Rik,1700048M11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700048O20Rik,1700048O20Rik,1,0,0,1,1,0,0.0,0,0,0,0,1,3,6,6,5,6,9,81,100,85,119,100,86
1700049G17Rik,1700049G17Rik,0,0,1,4,2,0,0.0,0,0,0,0,0,6,6,6,9,13,10,49,63,62,73,87,80
1700049J03Rik,1700049J03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
1700051A21Rik,1700051A21Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0
1700051O22Rik,1700051O22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,1,8
1700052I22Rik,1700052I22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700052K11Rik,1700052K11Rik,0,0,0,2,1,1,0.0,0,0,0,0,0,3,2,2,6,9,15,23,52,29,55,135,114
1700052N19Rik,1700052N19Rik,0,1,1,2,0,0,0.0,0,0,0,0,0,11,8,7,7,0,0,91,94,90,130,0,0
1700055D18Rik,1700055D18Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,1,8,4,9,6,11,17,13,23
1700055N04Rik,1700055N04Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1700056E22Rik,1700056E22Rik,0,0,1,1,1,0,0.0,0,0,0,0,0,0,1,2,1,2,0,11,10,4,13,15,19
1700056N10Rik,1700056N10Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,2,10,3,5,11,9
1700057H21Rik,1700057H21Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700058P15Rik,1700058P15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
1700060C16Rik,1700060C16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700060C20Rik,1700060C20Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0
1700060J05Rik,1700060J05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0
1700061E18Rik,1700061E18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700061G19Rik,1700061G19Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1700061I17Rik,1700061I17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700063D05Rik,1700063D05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2,0
1700063H04Rik,1700063H04Rik,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1700063H06Rik,1700063H06Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700064H15Rik,1700064H15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,6,5,11
1700064M15Rik,1700064M15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1700065D16Rik,1700065D16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,2,4,2
1700065J18Rik,1700065J18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700066B17Rik,1700066B17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
1700066B19Rik,1700066B19Rik,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,4,3,5,2,16,8
1700066C05Rik,1700066C05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700066J03Rik,1700066J03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,1,0
1700066M21Rik,1700066M21Rik,1,0,0,0,2,0,0.0,0,0,0,0,0,23,40,28,43,86,89,8,18,17,13,25,25
1700067K01Rik,1700067K01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0
1700067P10Rik,1700067P10Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1700069B07Rik,1700069B07Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1700071G01Rik,1700071G01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700071M16Rik,1700071M16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,2,3,2
1700074H08Rik,1700074H08Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1700074P13Rik,1700074P13Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700080G11Rik,1700080G11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
1700080N15Rik,1700080N15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,9,1
1700082M22Rik,1700082M22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700084C01Rik,1700084C01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,4,1,1,2,0,0,0,0,0,1
1700084C06Rik,1700084C06Rik,0,0,1,1,0,0,0.0,0,0,0,1,0,0,1,2,2,3,0,12,22,10,9,16,15
1700084E18Rik,1700084E18Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,2,2,2,6,1,8,12,14
1700084F23Rik,1700084F23Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1700085C21Rik,1700085C21Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700086D15Rik,1700086D15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,1700086L19Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700086O06Rik,1700086O06Rik,0,1,0,1,0,0,0.0,0,0,0,1,1,5,3,3,2,5,7,24,23,36,46,82,49
1700086P04Rik,1700086P04Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,3,2,2,3,1,2,12,8,7,13,22,20
1700087M22Rik,1700087M22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700088E04Rik,1700088E04Rik,1,2,0,2,3,2,0.0,0,0,0,0,0,5,7,2,5,18,19,7,8,8,20,23,28
1700092C02Rik,1700092C02Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700092K14Rik,1700092K14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1700092M07Rik,1700092M07Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1700093J21Rik,1700093J21Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700093K21Rik,1700093K21Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,12,16,10,10,19,17
1700094J05Rik,1700094J05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0
1700095B10Rik,1700095B10Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700095J03Rik,1700095J03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700095J07Rik,1700095J07Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1700095J12Rik,1700095J12Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,4,1,2
1700096J18Rik,1700096J18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,1700096K18Rik,2,0,1,1,3,1,0.0,0,0,2,1,2,6,7,6,9,22,23,61,82,70,62,138,144
1700101E01Rik,1700101E01Rik,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1700101I11Rik,1700101I11Rik,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,9,17,6,21,29,25
1700101O22Rik,1700101O22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700102P08Rik,1700102P08Rik,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,13,18,19,23,22,13
1700104B16Rik,1700104B16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1700105P06Rik,1700105P06Rik,0,0,1,0,0,0,0.0,0,0,0,0,0,2,1,1,0,5,5,4,5,6,12,19,19
1700108F19Rik,1700108F19Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
1700109G14Rik,1700109G14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,12,2
1700109H08Rik,1700109H08Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,0,2,7,1,14,8,17,18,11,24,28,28
1700109K24Rik,1700109K24Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700110C19Rik,1700110C19Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,2,0
1700110K17Rik,1700110K17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0
1700111E14Rik,1700111E14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1700111N16Rik,1700111N16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700112D23Rik,1700112D23Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,4,2,0
1700112E06Rik,1700112E06Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,3
1700112J05Rik,1700112J05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1700112J16Rik,1700112J16Rik,0,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,3,3,13,18,5,23,19,9
1700113A16Rik,1700113A16Rik,0,1,0,0,1,0,0.0,0,0,0,0,2,6,5,2,3,26,6,14,20,20,15,29,14
1700113H08Rik,1700113H08Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
1700116B05Rik,1700116B05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700119H24Rik,1700119H24Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,6,6
1700120B22Rik,1700120B22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1
1700120C14Rik,1700120C14Rik,0,1,0,1,1,0,0.0,0,0,0,0,0,1,0,0,3,1,2,9,21,9,18,22,16
1700120G07Rik,1700120G07Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700120K04Rik,1700120K04Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1700121C08Rik,1700121C08Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1700121L03Rik,1700121L03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700121L16Rik,1700121L16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700122E12Rik,1700122E12Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,2
1700122O11Rik,1700122O11Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700123I01Rik,1700123I01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700123K08Rik,1700123K08Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0
1700123M08Rik,1700123M08Rik,1,0,0,0,1,0,0.0,0,0,0,0,0,2,2,1,1,2,2,17,23,11,13,28,20
1700123O20Rik,1700123O20Rik,1,1,0,3,3,3,0.0,0,0,0,1,1,15,33,22,25,90,72,163,193,159,193,398,380
1700124L16Rik,1700124L16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,19,27,18,37,37,25
1700125G02Rik,1700125G02Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700125G22Rik,1700125G22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0
1700125H03Rik,1700125H03Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700125H20Rik,1700125H20Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,5,4
1700126A01Rik,1700126A01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700126H18Rik,1700126H18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1700128F08Rik,1700128F08Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1810007C17Rik,1810007C17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1810007D17Rik,1810007D17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810008B01Rik,1810008B01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1810008I18Rik,1810008I18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1810009A15Rik,1810009A15Rik,0,0,0,0,1,1,0.0,0,0,0,0,0,0,2,2,2,3,4,5,4,7,6,8,7
1810010H24Rik,1810010H24Rik,0,0,0,0,0,2,0.0,0,0,0,1,0,26,29,23,51,340,269,10,17,11,24,61,48
1810010K12Rik,1810010K12Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810011O10Rik,1810011O10Rik,0,0,0,0,1,0,0.0,0,0,0,0,0,7,10,11,14,30,45,0,0,0,1,3,1
1810012K08Rik,1810012K08Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,2,3,2
1810012K16Rik,1810012K16Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
1810013D15Rik,1810013D15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,4,0,0,1,5,0,1,1
1810013L24Rik,1810013L24Rik,0,0,4,2,2,3,0.0,0,0,0,1,0,13,28,17,19,49,41,96,145,117,143,253,201
1810014B01Rik,1810014B01Rik,0,0,0,2,0,1,0.0,0,0,0,0,0,13,8,6,8,19,9,50,100,59,75,167,143
1810019N24Rik,1810019N24Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,1
1810020O05Rik,1810020O05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1810021B22Rik,1810021B22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,0,3,10,9,8,7,3,4,20,13
1810022K09Rik,1810022K09Rik,4,0,2,4,9,6,0.0,0,0,0,3,0,23,25,30,35,79,77,342,408,313,478,634,609
1810024B03Rik,1810024B03Rik,0,0,0,2,0,1,0.0,0,0,0,0,1,3,5,1,7,2,10,30,47,28,33,46,55
1810026B05Rik,1810026B05Rik,2,1,0,0,6,12,0.0,0,2,2,1,1,11,25,19,27,135,99,150,185,176,196,735,612
1810026J23Rik,1810026J23Rik,0,2,1,2,5,1,0.0,0,0,0,1,0,14,22,17,18,46,53,145,212,162,193,375,319
1810030O07Rik,1810030O07Rik,0,1,0,1,6,2,0.0,0,0,0,0,0,13,28,13,11,43,31,57,84,63,80,197,140
1810032O08Rik,1810032O08Rik,0,0,1,2,3,1,0.0,0,0,0,0,2,1,3,4,2,8,5,32,54,45,57,95,104
1810034E14Rik,1810034E14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1810037I17Rik,1810037I17Rik,6,4,13,20,9,14,0.0,0,0,0,3,2,111,157,134,140,358,289,1099,1386,1277,1463,1608,1446
1810041H14Rik,1810041H14Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,2,2,7,2,4,4,5
1810041L15Rik,1810041L15Rik,4,0,5,3,14,9,0.0,0,0,0,4,3,4,1,2,3,8,10,226,338,302,392,1258,1203
1810043G02Rik,1810043G02Rik,1,0,2,4,1,3,0.0,0,0,0,1,0,3,10,5,3,18,14,32,35,33,49,99,88
1810043H04Rik,1810043H04Rik,1,0,0,5,5,2,0.0,0,0,0,2,2,19,19,21,21,69,62,185,206,191,255,407,373
1810044D09Rik,1810044D09Rik,0,1,0,0,2,0,0.0,0,0,0,1,0,2,2,2,3,17,17,25,47,32,45,83,80
1810049J17Rik,1810049J17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,2,4,2,5,5,2
1810055G02Rik,1810055G02Rik,1,0,0,0,1,0,0.0,0,0,0,1,0,7,14,7,2,28,27,35,40,35,35,111,93
1810058I24Rik,1810058I24Rik,2,3,2,2,4,4,0.0,0,1,0,1,1,16,27,24,25,99,77,258,284,251,329,584,466
1810059C17Rik,1810059C17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,6,3
1810059H22Rik,1810059H22Rik,1,0,0,3,0,0,0.0,0,0,0,0,0,1,1,0,2,0,0,43,56,51,74,0,0
1810062G17Rik,1810062G17Rik,0,0,0,0,2,0,0.0,0,0,0,0,0,1,1,1,0,3,2,1,3,0,3,2,1
1810062O18Rik,1810062O18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,1,2,9,9,7,7,10,6,19,18
1810064F22Rik,1810064F22Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,8
1810065E05Rik,1810065E05Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010001A14Rik,2010001A14Rik,2,0,1,0,5,1,0.0,1,0,0,0,1,14,17,11,10,47,26,60,81,81,101,121,121
2010001E11Rik,2010001E11Rik,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010002M12Rik,2010002M12Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2010005H15Rik,2010005H15Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010007H06Rik,2010007H06Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,2,5,0,2,3,0,4,0
2010009K17Rik,2010009K17Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010012O05Rik,2010012O05Rik,2,3,2,2,4,8,0.0,0,0,0,1,3,24,18,21,20,55,54,234,324,313,326,736,586
2010013B24Rik,2010013B24Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010015M23Rik,2010015M23Rik,0,1,0,2,2,0,0.0,0,0,0,0,2,0,3,2,3,5,3,41,40,38,61,71,59
2010016I18Rik,2010016I18Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1
2010103J01Rik,2010103J01Rik,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
