436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
295,ENSMUSG00000082935.4,Gm7658,processed_pseudogene,1124,3,2.669039145907473,65.38176991218462,6.0527151908520915
296,ENSMUSG00000103748.2,Gm38243,TEC,1567,0,0.0,0.0,0.0
297,ENSMUSG00000099692.2,Gm5696,processed_pseudogene,552,0,0.0,0.0,0.0
298,ENSMUSG00000100418.2,Gm28239,processed_pseudogene,447,0,0.0,0.0,0.0
299,ENSMUSG00000041670.20,Rims1,protein_coding,8103,0,0.0,0.0,0.0
300,ENSMUSG00000097642.2,Gm26866,processed_pseudogene,802,0,0.0,0.0,0.0
301,ENSMUSG00000101468.2,Gm7761,processed_pseudogene,921,0,0.0,0.0,0.0
302,ENSMUSG00000101227.2,Gm29506,lncRNA,2078,0,0.0,0.0,0.0
303,ENSMUSG00000073730.3,Ppp1r14bl,protein_coding,1781,0,0.0,0.0,0.0
304,ENSMUSG00000089553.3,Gm24176,snoRNA,121,0,0.0,0.0,0.0
305,ENSMUSG00000102766.2,Gm6420,TEC,723,0,0.0,0.0,0.0
306,ENSMUSG00000065405.5,Mir30a,miRNA,71,0,0.0,0.0,0.0
307,ENSMUSG00000097970.2,Gm27028,lncRNA,399,0,0.0,0.0,0.0
308,ENSMUSG00000065567.3,Mir30c-2,miRNA,84,0,0.0,0.0,0.0
309,ENSMUSG00000100775.2,Gm29107,lncRNA,347,0,0.0,0.0,0.0
310,ENSMUSG00000101226.2,Gm20954,processed_pseudogene,644,0,0.0,0.0,0.0
311,ENSMUSG00000026158.12,Ogfrl1,protein_coding,8109,11,1.3565174497471946,33.22975308070255,5.097178980266642
312,ENSMUSG00000097920.2,Gm7784,processed_pseudogene,989,12,12.133468149646108,297.22592267460277,8.220261856144083
313,ENSMUSG00000099503.2,Gm28822,lncRNA,778,0,0.0,0.0,0.0
314,ENSMUSG00000026156.9,B3gat2,protein_coding,6203,0,0.0,0.0,0.0
315,ENSMUSG00000026155.14,Smap1,protein_coding,3575,4,1.1188811188811187,27.408525643373622,4.828252054813705
316,ENSMUSG00000026154.5,Sdhaf4,protein_coding,874,0,0.0,0.0,0.0
317,ENSMUSG00000102495.2,Gm26524,TEC,390,0,0.0,0.0,0.0
318,ENSMUSG00000026153.16,Fam135a,protein_coding,7773,6,0.7719027402547279,18.908814970100483,4.315335445145196
319,ENSMUSG00000102398.2,Gm37580,TEC,2800,0,0.0,0.0,0.0
320,ENSMUSG00000097670.2,Gm26607,processed_pseudogene,867,0,0.0,0.0,0.0
321,ENSMUSG00000026147.17,Col9a1,protein_coding,5068,0,0.0,0.0,0.0
322,ENSMUSG00000026141.14,Col19a1,protein_coding,6887,0,0.0,0.0,0.0
323,ENSMUSG00000077463.3,Gm26418,snoRNA,137,0,0.0,0.0,0.0
324,ENSMUSG00000099997.2,Tubb4b-ps2,processed_pseudogene,1337,0,0.0,0.0,0.0
325,ENSMUSG00000100131.2,Gm28439,unprocessed_pseudogene,876,0,0.0,0.0,0.0
326,ENSMUSG00000067736.3,Gm10222,unprocessed_pseudogene,294,1,3.4013605442176873,83.32098569307884,6.3978198267368365
327,ENSMUSG00000101939.2,Gm28438,unprocessed_pseudogene,345,1,2.8985507246376816,71.00397041671067,6.170004556200193
328,ENSMUSG00000101111.2,Gm28437,unprocessed_pseudogene,783,1,1.277139208173691,31.28527432153918,5.012804380316835
329,ENSMUSG00000100862.2,Gm10925,unprocessed_pseudogene,678,1,1.4749262536873156,36.13033892885719,5.214526579181815
330,ENSMUSG00000102070.2,Gm28661,unprocessed_pseudogene,681,1,1.4684287812041115,35.971174440183816,5.208328968331829
331,ENSMUSG00000101249.2,Gm29216,unprocessed_pseudogene,492,1,2.032520325203252,49.78936949952272,5.666454659301655
332,ENSMUSG00000073725.9,Lmbrd1,protein_coding,5960,3,0.5033557046979866,12.330387480083145,3.7366468113584905
333,ENSMUSG00000100808.2,Gm28594,processed_pseudogene,661,0,0.0,0.0,0.0
334,ENSMUSG00000100483.2,Gm28237,lncRNA,1216,0,0.0,0.0,0.0
335,ENSMUSG00000100450.2,Gm9443,processed_pseudogene,816,0,0.0,0.0,0.0
336,ENSMUSG00000099392.2,Gm29414,lncRNA,448,0,0.0,0.0,0.0
337,ENSMUSG00000033569.18,Adgrb3,protein_coding,18559,0,0.0,0.0,0.0
338,ENSMUSG00000080849.2,Gm15702,processed_pseudogene,444,0,0.0,0.0,0.0
339,ENSMUSG00000104257.2,Gm20172,TEC,1551,0,0.0,0.0,0.0
340,ENSMUSG00000119153.1,U6,snRNA,107,0,0.0,0.0,0.0
341,ENSMUSG00000102296.2,Gm37543,TEC,1031,0,0.0,0.0,0.0
342,ENSMUSG00000103209.2,Gm37331,TEC,3375,0,0.0,0.0,0.0
343,ENSMUSG00000104027.2,Gm37211,TEC,3433,0,0.0,0.0,0.0
344,ENSMUSG00000102407.2,Gm37862,TEC,2533,0,0.0,0.0,0.0
345,ENSMUSG00000103214.2,Gm38286,TEC,3105,0,0.0,0.0,0.0
346,ENSMUSG00000104100.2,Gm37880,TEC,3257,0,0.0,0.0,0.0
347,ENSMUSG00000084740.3,Gm25294,snRNA,104,0,0.0,0.0,0.0
348,ENSMUSG00000103889.2,Gm37011,TEC,2935,0,0.0,0.0,0.0
349,ENSMUSG00000101301.2,Gm29214,processed_pseudogene,570,0,0.0,0.0,0.0
350,ENSMUSG00000104221.2,Gm37051,TEC,2943,0,0.0,0.0,0.0
351,ENSMUSG00000102250.2,Gm38260,TEC,3995,0,0.0,0.0,0.0
352,ENSMUSG00000102317.2,Gm37628,TEC,5440,0,0.0,0.0,0.0
353,ENSMUSG00000103563.2,8030445P17Rik,TEC,2741,0,0.0,0.0,0.0
354,ENSMUSG00000102465.2,Gm38198,TEC,3581,0,0.0,0.0,0.0
355,ENSMUSG00000102659.2,Gm37077,TEC,3691,0,0.0,0.0,0.0
356,ENSMUSG00000103924.2,Gm37895,TEC,4550,0,0.0,0.0,0.0
357,ENSMUSG00000104132.2,Gm36952,TEC,3625,0,0.0,0.0,0.0
358,ENSMUSG00000102747.2,Gm37602,TEC,3310,0,0.0,0.0,0.0
359,ENSMUSG00000102386.2,2900022M07Rik,TEC,1017,0,0.0,0.0,0.0
360,ENSMUSG00000103004.2,2900002M20Rik,TEC,330,0,0.0,0.0,0.0
361,ENSMUSG00000104516.2,Gm9884,TEC,1222,0,0.0,0.0,0.0
362,ENSMUSG00000101618.2,Gm18443,processed_pseudogene,556,0,0.0,0.0,0.0
363,ENSMUSG00000099458.2,Gm19123,processed_pseudogene,651,0,0.0,0.0,0.0
364,ENSMUSG00000088111.3,Gm24064,snoRNA,106,0,0.0,0.0,0.0
365,ENSMUSG00000073722.4,4931408C20Rik,protein_coding,4318,0,0.0,0.0,0.0
366,ENSMUSG00000119695.1,5S_rRNA,rRNA,119,0,0.0,0.0,0.0
367,ENSMUSG00000100310.2,Gm19641,processed_pseudogene,417,0,0.0,0.0,0.0
368,ENSMUSG00000101514.2,Gm5524,lncRNA,2002,0,0.0,0.0,0.0
369,ENSMUSG00000101033.2,Gm18776,processed_pseudogene,654,0,0.0,0.0,0.0
370,ENSMUSG00000101372.2,Gm19028,processed_pseudogene,1873,0,0.0,0.0,0.0
371,ENSMUSG00000103241.2,Gm38089,TEC,1514,0,0.0,0.0,0.0
372,ENSMUSG00000086240.5,Gm7846,processed_pseudogene,274,0,0.0,0.0,0.0
373,ENSMUSG00000048411.5,Gm597,protein_coding,2887,0,0.0,0.0,0.0
374,ENSMUSG00000081557.3,Gm5697,processed_pseudogene,2482,0,0.0,0.0,0.0
375,ENSMUSG00000058590.3,Gm6462,processed_pseudogene,304,0,0.0,0.0,0.0
376,ENSMUSG00000101235.2,Gm18033,processed_pseudogene,550,0,0.0,0.0,0.0
377,ENSMUSG00002075209.1,Y_RNA,misc_RNA,112,0,0.0,0.0,0.0
378,ENSMUSG00002076857.1,ENSMUSG00002076857,miRNA,100,0,0.0,0.0,0.0
379,ENSMUSG00002074912.1,ENSMUSG00002074912,miRNA,96,0,0.0,0.0,0.0
380,ENSMUSG00000099257.3,Mir6342,miRNA,125,0,0.0,0.0,0.0
381,ENSMUSG00000099492.2,Gm5525,processed_pseudogene,1312,0,0.0,0.0,0.0
382,ENSMUSG00000118548.2,Gm53035,processed_pseudogene,1285,0,0.0,0.0,0.0
383,ENSMUSG00000101726.2,Gm7858,processed_pseudogene,622,0,0.0,0.0,0.0
384,ENSMUSG00002075317.1,ENSMUSG00002075317,miRNA,110,0,0.0,0.0,0.0
385,ENSMUSG00002075289.1,ENSMUSG00002075289,miRNA,107,0,0.0,0.0,0.0
386,ENSMUSG00000053185.3,Gm9898,lncRNA,1161,0,0.0,0.0,0.0
387,ENSMUSG00000100261.2,Gm6473,unprocessed_pseudogene,1210,0,0.0,0.0,0.0
388,ENSMUSG00000101180.2,Gm2914,processed_pseudogene,328,0,0.0,0.0,0.0
389,ENSMUSG00000048874.16,Phf3,protein_coding,14190,22,1.550387596899225,37.97886789731036,5.28462028444021
390,ENSMUSG00000103783.2,Gm37522,TEC,2884,0,0.0,0.0,0.0
391,ENSMUSG00000104315.2,Gm37906,TEC,3035,0,0.0,0.0,0.0
392,ENSMUSG00000026064.17,Ptp4a1,protein_coding,5541,1,0.18047283883775492,4.420929397900231,2.4385402174083572
393,ENSMUSG00000117310.3,Ptp4a1,protein_coding,4145,0,0.0,0.0,0.0
394,ENSMUSG00000117091.2,Gm5698,protein_coding,726,0,0.0,0.0,0.0
395,ENSMUSG00000086726.4,Gm9458,processed_pseudogene,729,0,0.0,0.0,0.0
396,ENSMUSG00000086727.9,4931428L18Rik,protein_coding,3751,0,0.0,0.0,0.0
397,ENSMUSG00000100237.2,Gm28644,lncRNA,585,0,0.0,0.0,0.0
398,ENSMUSG00002076113.1,5S_rRNA,rRNA,138,0,0.0,0.0,0.0
399,ENSMUSG00000100910.2,Gm29128,lncRNA,2858,0,0.0,0.0,0.0
400,ENSMUSG00000099796.2,Gm7893,processed_pseudogene,225,0,0.0,0.0,0.0
401,ENSMUSG00000050217.14,Lgsn,protein_coding,1937,0,0.0,0.0,0.0
402,ENSMUSG00000026063.5,Dnaaf6,protein_coding,1451,0,0.0,0.0,0.0
403,ENSMUSG00000077664.3,Gm26145,snoRNA,127,0,0.0,0.0,0.0
404,ENSMUSG00000100205.2,Gm4850,processed_pseudogene,559,0,0.0,0.0,0.0
405,ENSMUSG00000100592.2,Gm28645,processed_pseudogene,564,0,0.0,0.0,0.0
406,ENSMUSG00000094215.3,Gm6489,processed_pseudogene,696,0,0.0,0.0,0.0
407,ENSMUSG00000101093.2,Eef1a1-ps2,processed_pseudogene,1337,2,1.4958863126402393,36.643784283867134,5.234339762622712
408,ENSMUSG00000070960.5,Gm19680,processed_pseudogene,1513,0,0.0,0.0,0.0
409,ENSMUSG00000088620.3,Gm23032,snRNA,107,0,0.0,0.0,0.0
410,ENSMUSG00000082159.3,Gm7910,processed_pseudogene,835,0,0.0,0.0,0.0
411,ENSMUSG00000026058.12,Khdrbs2,protein_coding,10291,0,0.0,0.0,0.0
412,ENSMUSG00000064688.3,Gm25814,snRNA,107,0,0.0,0.0,0.0
413,ENSMUSG00000103482.2,Gm37999,TEC,1809,0,0.0,0.0,0.0
414,ENSMUSG00000104498.2,Gm37110,TEC,1628,0,0.0,0.0,0.0
415,ENSMUSG00000104313.2,Gm37911,TEC,1545,0,0.0,0.0,0.0
416,ENSMUSG00000102865.2,Gm9839,TEC,1437,0,0.0,0.0,0.0
417,ENSMUSG00000102321.2,Gm37792,TEC,3413,0,0.0,0.0,0.0
418,ENSMUSG00000091318.3,Gm5415,protein_coding,3609,0,0.0,0.0,0.0
419,ENSMUSG00000089489.3,Gm24732,snRNA,63,0,0.0,0.0,0.0
420,ENSMUSG00000104433.2,Gm37426,TEC,2470,0,0.0,0.0,0.0
421,ENSMUSG00002076392.1,7SK,misc_RNA,292,0,0.0,0.0,0.0
422,ENSMUSG00000102926.2,Gm37151,TEC,5007,0,0.0,0.0,0.0
423,ENSMUSG00000100497.2,Gm28624,processed_pseudogene,2131,0,0.0,0.0,0.0
424,ENSMUSG00000102917.2,Gm37724,lncRNA,1221,0,0.0,0.0,0.0
425,ENSMUSG00000100481.2,Gm7114,processed_pseudogene,1789,0,0.0,0.0,0.0
426,ENSMUSG00000100590.2,Gm4785,processed_pseudogene,751,0,0.0,0.0,0.0
427,ENSMUSG00000088750.3,Gm24901,snRNA,110,0,0.0,0.0,0.0
428,ENSMUSG00000104230.2,Gm37591,lncRNA,650,0,0.0,0.0,0.0
429,ENSMUSG00000101754.3,Gm2987,processed_pseudogene,1693,0,0.0,0.0,0.0
430,ENSMUSG00000065223.4,Gm25792,snRNA,100,0,0.0,0.0,0.0
431,ENSMUSG00000100318.3,Gm18799,processed_pseudogene,913,0,0.0,0.0,0.0
432,ENSMUSG00000101612.3,Gm7933,processed_pseudogene,2255,0,0.0,0.0,0.0
433,ENSMUSG00000065260.3,Gm23453,snRNA,106,0,0.0,0.0,0.0
434,ENSMUSG00000026134.12,Prim2,protein_coding,5938,9,1.5156618390030314,37.128212890516444,5.252787006900479
435,ENSMUSG00000101682.2,Gm29228,processed_pseudogene,418,0,0.0,0.0,0.0
436,ENSMUSG00000102714.2,Gm37618,TEC,3075,0,0.0,0.0,0.0
437,ENSMUSG00000102093.2,Gm17813,processed_pseudogene,328,0,0.0,0.0,0.0
438,ENSMUSG00000103746.2,1700001G17Rik,TEC,889,0,0.0,0.0,0.0
439,ENSMUSG00000102198.2,Gm38173,TEC,2314,0,0.0,0.0,0.0
440,ENSMUSG00000004768.15,Rab23,protein_coding,8285,9,1.0863005431502715,26.610419812177017,4.787140918935814
441,ENSMUSG00000042215.9,Bag2,protein_coding,3059,8,2.6152337365152007,64.0637327068066,6.023781687065404
442,ENSMUSG00000103072.2,Gm37905,TEC,341,0,0.0,0.0,0.0
443,ENSMUSG00000042197.14,Zfp451,protein_coding,15839,10,0.6313529894564051,15.465856300123225,4.041405635537174
444,ENSMUSG00000081402.5,Gm15455,processed_pseudogene,2557,0,0.0,0.0,0.0
445,ENSMUSG00000042182.17,Bend6,protein_coding,3421,0,0.0,0.0,0.0
446,ENSMUSG00000104416.2,Gm37067,TEC,1628,0,0.0,0.0,0.0
447,ENSMUSG00000026131.21,Dst,protein_coding,41619,51,1.2254018597275282,30.017897101853098,4.95502897521471
448,ENSMUSG00000103596.2,Gm37354,TEC,2384,0,0.0,0.0,0.0
449,ENSMUSG00000099382.2,Gm28631,processed_pseudogene,334,0,0.0,0.0,0.0
450,ENSMUSG00000084506.3,Gm23792,snRNA,93,0,0.0,0.0,0.0
451,ENSMUSG00000103364.2,Gm38157,TEC,1698,0,0.0,0.0,0.0
452,ENSMUSG00000105982.3,Mir6896,miRNA,73,0,0.0,0.0,0.0
453,ENSMUSG00000096992.4,Gm26788,lncRNA,4782,0,0.0,0.0,0.0
454,ENSMUSG00000103001.2,A930005N03Rik,TEC,1247,0,0.0,0.0,0.0
455,ENSMUSG00000104397.2,Gm37958,lncRNA,430,0,0.0,0.0,0.0
456,ENSMUSG00000102839.2,Gm37385,TEC,387,0,0.0,0.0,0.0
457,ENSMUSG00000101206.2,Gm5266,processed_pseudogene,1162,0,0.0,0.0,0.0
458,ENSMUSG00000101462.3,Gm3052,transcribed_processed_pseudogene,2937,0,0.0,0.0,0.0
459,ENSMUSG00000102336.2,Gm37233,lncRNA,6263,1,0.1596678907871627,3.9112836969128493,2.296100161223496
460,ENSMUSG00000092852.3,Mir5103,miRNA,79,0,0.0,0.0,0.0
461,ENSMUSG00000042111.10,Ccdc115,protein_coding,2543,2,0.7864726700747149,19.265725358840093,4.340969908706529
462,ENSMUSG00000101711.2,Gm28306,lncRNA,529,0,0.0,0.0,0.0
463,ENSMUSG00000026127.14,Imp4,protein_coding,8553,11,1.2860984449900619,31.50474309966292,5.022578346784854
464,ENSMUSG00000026126.16,Ptpn18,protein_coding,6492,0,0.0,0.0,0.0
465,ENSMUSG00000100280.3,Gm28417,lncRNA,2409,0,0.0,0.0,0.0
466,ENSMUSG00000101223.7,4930568A12Rik,lncRNA,1298,0,0.0,0.0,0.0
467,ENSMUSG00000026125.10,Prss39,protein_coding,1333,0,0.0,0.0,0.0
468,ENSMUSG00000101116.2,Gm28416,processed_pseudogene,292,0,0.0,0.0,0.0
469,ENSMUSG00000026124.5,Cfc1,protein_coding,1040,0,0.0,0.0,0.0
470,ENSMUSG00000101803.2,Gm28419,processed_pseudogene,475,0,0.0,0.0,0.0
471,ENSMUSG00000037529.14,Prss40,protein_coding,2105,0,0.0,0.0,0.0
472,ENSMUSG00000045815.5,1700101I19Rik,lncRNA,510,0,0.0,0.0,0.0
473,ENSMUSG00000045174.11,Amer3,protein_coding,4392,0,0.0,0.0,0.0
474,ENSMUSG00000100524.2,Gm28418,processed_pseudogene,423,0,0.0,0.0,0.0
475,ENSMUSG00000102499.2,Gm36984,processed_pseudogene,235,0,0.0,0.0,0.0
476,ENSMUSG00000103521.2,Gm29730,processed_pseudogene,1396,0,0.0,0.0,0.0
477,ENSMUSG00000104098.2,AA619741,processed_pseudogene,646,0,0.0,0.0,0.0
478,ENSMUSG00000037509.22,Arhgef4,protein_coding,9861,1,0.10140959334753066,2.4841668992764605,1.8008137338654013
479,ENSMUSG00000102537.2,Gm37224,processed_pseudogene,148,0,0.0,0.0,0.0
480,ENSMUSG00000102612.2,Gm37845,processed_pseudogene,355,0,0.0,0.0,0.0
481,ENSMUSG00000118272.2,RP23-348C6.8,protein_coding,171,0,0.0,0.0,0.0
482,ENSMUSG00000104002.3,Gm38336,lncRNA,2549,0,0.0,0.0,0.0
483,ENSMUSG00000037503.13,Fam168b,protein_coding,5219,34,6.514657980456025,159.58547096915424,7.327197560158303
484,ENSMUSG00000104358.2,Gm37127,TEC,3036,0,0.0,0.0,0.0
485,ENSMUSG00000026123.12,Plekhb2,protein_coding,7987,3,0.3756103668461249,9.201090444634472,3.350651472082281
486,ENSMUSG00000103716.2,Gm19430,processed_pseudogene,2137,0,0.0,0.0,0.0
487,ENSMUSG00000103548.2,Gm37670,processed_pseudogene,229,0,0.0,0.0,0.0
488,ENSMUSG00000103760.2,Gm8009,processed_pseudogene,436,0,0.0,0.0,0.0
489,ENSMUSG00000103997.2,Gm38027,processed_pseudogene,235,0,0.0,0.0,0.0
490,ENSMUSG00000077231.3,Gm25096,snoRNA,129,0,0.0,0.0,0.0
491,ENSMUSG00000104417.2,Gm37068,lncRNA,640,0,0.0,0.0,0.0
492,ENSMUSG00000064601.3,Gm25634,snRNA,105,0,0.0,0.0,0.0
493,ENSMUSG00000101714.2,Gm28415,lncRNA,452,0,0.0,0.0,0.0
494,ENSMUSG00000102531.2,1110002O04Rik,lncRNA,566,0,0.0,0.0,0.0
495,ENSMUSG00000103096.2,Gm8022,processed_pseudogene,904,0,0.0,0.0,0.0
496,ENSMUSG00000102279.2,Gm37146,lncRNA,463,0,0.0,0.0,0.0
497,ENSMUSG00000103708.2,Gm33222,lncRNA,761,0,0.0,0.0,0.0
498,ENSMUSG00000104201.2,4930535G08Rik,lncRNA,425,0,0.0,0.0,0.0
499,ENSMUSG00000102434.2,Gm38049,TEC,1372,0,0.0,0.0,0.0
500,ENSMUSG00000045216.8,Hs6st1,protein_coding,5542,7,1.2630819198845182,30.940921789310043,4.997334043255694
501,ENSMUSG00000104523.2,Gm37335,lncRNA,447,0,0.0,0.0,0.0
502,ENSMUSG00000102202.2,Gm33280,lncRNA,4340,0,0.0,0.0,0.0
503,ENSMUSG00000037470.15,Uggt1,protein_coding,12853,36,2.800902513031977,68.6119437155175,6.121262953559645
504,ENSMUSG00000098752.3,Mir6897,miRNA,62,0,0.0,0.0,0.0
505,ENSMUSG00000047180.9,Neurl3,protein_coding,3217,0,0.0,0.0,0.0
506,ENSMUSG00000037447.17,Arid5a,protein_coding,12540,0,0.0,0.0,0.0
507,ENSMUSG00000102762.2,4930403P22Rik,lncRNA,713,0,0.0,0.0,0.0
508,ENSMUSG00000010453.13,Kansl3,protein_coding,6742,9,1.3349154553544942,32.70058263777612,5.0747016287682065
509,ENSMUSG00000098680.3,Mir6898,miRNA,77,0,0.0,0.0,0.0
510,ENSMUSG00000037432.16,Fer1l5,protein_coding,6356,0,0.0,0.0,0.0
511,ENSMUSG00000001143.14,Lman2l,protein_coding,7359,2,0.2717760565294198,6.657526781835896,2.936878507590379
512,ENSMUSG00000037408.11,Cnnm4,protein_coding,4829,7,1.4495754814661421,35.50933703796982,5.190193566434273
513,ENSMUSG00000104316.2,Gm37909,TEC,2159,0,0.0,0.0,0.0
514,ENSMUSG00002075980.1,ENSMUSG00002075980,miRNA,141,0,0.0,0.0,0.0
515,ENSMUSG00000001138.14,Cnnm3,protein_coding,6420,2,0.3115264797507788,7.631267848524978,3.1095724927105115
516,ENSMUSG00000102845.2,Gm38033,lncRNA,269,0,0.0,0.0,0.0
517,ENSMUSG00000067653.13,Ankrd23,protein_coding,2697,0,0.0,0.0,0.0
518,ENSMUSG00000109510.2,Gm42417,protein_coding,2327,0,0.0,0.0,0.0
519,ENSMUSG00000079610.10,Ankrd39,protein_coding,4654,0,0.0,0.0,0.0
520,ENSMUSG00000026121.14,Sema4c,protein_coding,4593,3,0.6531678641410843,16.000241537403774,4.087483339034994
521,ENSMUSG00000087589.4,D430040D24Rik,lncRNA,2830,0,0.0,0.0,0.0
522,ENSMUSG00000046337.18,Fam178b,protein_coding,3190,0,0.0,0.0,0.0
523,ENSMUSG00000089906.2,Gm6428,processed_pseudogene,345,0,0.0,0.0,0.0
524,ENSMUSG00002075377.1,ENSMUSG00002075377,miRNA,75,0,0.0,0.0,0.0
525,ENSMUSG00000061518.12,Cox5b,protein_coding,1587,1,0.630119722747322,15.435645742763187,4.038756234699611
526,ENSMUSG00000037351.10,Actr1b,protein_coding,4274,20,4.679457182966776,114.62971358804484,6.853368367351699
527,ENSMUSG00000102416.5,4933424G06Rik,protein_coding,1744,0,0.0,0.0,0.0
528,ENSMUSG00000104237.2,Gm33533,lncRNA,1633,0,0.0,0.0,0.0
529,ENSMUSG00000026117.11,Zap70,protein_coding,2992,0,0.0,0.0,0.0
530,ENSMUSG00000097291.2,Gm18828,transcribed_processed_pseudogene,1012,0,0.0,0.0,0.0
531,ENSMUSG00000026116.12,Tmem131,protein_coding,9413,40,4.249442260703282,104.0959090354411,6.715562701804112
532,ENSMUSG00000103016.2,Gm37506,TEC,143,0,0.0,0.0,0.0
533,ENSMUSG00000102930.2,Gm38115,lncRNA,2413,0,0.0,0.0,0.0
534,ENSMUSG00000103159.2,F830112A20Rik,TEC,3552,0,0.0,0.0,0.0
535,ENSMUSG00000080054.4,Rpl12-ps1,processed_pseudogene,498,1,2.0080321285140563,49.18949757784172,5.649313598952822
536,ENSMUSG00000119706.1,5S_rRNA,rRNA,119,0,0.0,0.0,0.0
537,ENSMUSG00000050122.20,Vwa3b,protein_coding,5964,0,0.0,0.0,0.0
538,ENSMUSG00000103603.2,Gm37020,lncRNA,992,0,0.0,0.0,0.0
539,ENSMUSG00000026114.15,Cnga3,protein_coding,3957,0,0.0,0.0,0.0
540,ENSMUSG00000102231.2,1700074A21Rik,TEC,346,0,0.0,0.0,0.0
541,ENSMUSG00000026113.18,Inpp4a,protein_coding,10387,3,0.28882256666987577,7.075104397929674,3.0134809116210293
542,ENSMUSG00000086064.2,4930439A04Rik,lncRNA,861,0,0.0,0.0,0.0
543,ENSMUSG00000102879.2,Gm37135,TEC,534,0,0.0,0.0,0.0
544,ENSMUSG00000026112.8,Coa5,protein_coding,5220,10,1.9157088122605366,46.92791148230877,5.582794169003123
545,ENSMUSG00000026111.16,Unc50,protein_coding,1579,1,0.6333122229259025,15.513850407704357,4.045604636485957
546,ENSMUSG00000026110.16,Mgat4a,protein_coding,12881,0,0.0,0.0,0.0
547,ENSMUSG00000103948.2,4930594C11Rik,TEC,2755,0,0.0,0.0,0.0
548,ENSMUSG00000087233.2,Gm43213,processed_pseudogene,1790,0,0.0,0.0,0.0
549,ENSMUSG00000026090.17,Cracdl,protein_coding,5075,0,0.0,0.0,0.0
550,ENSMUSG00000089767.2,4930556I23Rik,lncRNA,560,0,0.0,0.0,0.0
551,ENSMUSG00000104365.2,4930470B04Rik,TEC,1926,0,0.0,0.0,0.0
552,ENSMUSG00000102650.2,Gm19863,TEC,2218,0,0.0,0.0,0.0
553,ENSMUSG00000060771.16,Tsga10,protein_coding,10662,0,0.0,0.0,0.0
554,ENSMUSG00000097268.2,Gm26805,lncRNA,3089,0,0.0,0.0,0.0
555,ENSMUSG00000037216.6,Lipt1,protein_coding,2051,0,0.0,0.0,0.0
556,ENSMUSG00000026088.16,Mitd1,protein_coding,2770,0,0.0,0.0,0.0
557,ENSMUSG00000026087.12,Mrpl30,protein_coding,3226,8,2.4798512089274642,60.747352247402794,5.94830536953707
558,ENSMUSG00000061584.7,Lyg2,protein_coding,2564,0,0.0,0.0,0.0
559,ENSMUSG00000087374.2,Gm15457,lncRNA,3990,0,0.0,0.0,0.0
560,ENSMUSG00000026085.12,Lyg1,protein_coding,888,0,0.0,0.0,0.0
561,ENSMUSG00002076708.1,7SK,misc_RNA,237,0,0.0,0.0,0.0
562,ENSMUSG00000058407.13,Txndc9,protein_coding,9102,1,0.10986596352450011,2.6913172702444714,1.8841357431475867
563,ENSMUSG00000026083.13,Eif5b,protein_coding,9753,10,1.0253255408592228,25.116753607879808,4.706903671523217
564,ENSMUSG00000026082.12,Rev1,protein_coding,6168,1,0.1621271076523995,3.9715255826467546,2.3136886310205713
565,ENSMUSG00000103804.2,Gm37062,lncRNA,701,0,0.0,0.0,0.0
566,ENSMUSG00000102716.2,Gm5099,lncRNA,1848,0,0.0,0.0,0.0
567,ENSMUSG00000037138.19,Aff3,protein_coding,6654,6,0.9017132551848512,22.08870134694786,4.529115124083949
568,ENSMUSG00000085391.2,Gm16150,lncRNA,912,0,0.0,0.0,0.0
569,ENSMUSG00000085280.2,Gm16151,lncRNA,639,0,0.0,0.0,0.0
570,ENSMUSG00000087131.8,Gm16152,lncRNA,1853,0,0.0,0.0,0.0
571,ENSMUSG00000102984.2,Gm34727,processed_pseudogene,529,0,0.0,0.0,0.0
572,ENSMUSG00000102541.2,Gm38135,processed_pseudogene,502,0,0.0,0.0,0.0
573,ENSMUSG00000103531.2,2610300A13Rik,TEC,503,0,0.0,0.0,0.0
574,ENSMUSG00000048814.12,Lonrf2,protein_coding,7506,0,0.0,0.0,0.0
575,ENSMUSG00000026080.14,Chst10,protein_coding,11964,0,0.0,0.0,0.0
576,ENSMUSG00000103647.2,Gm37707,lncRNA,325,0,0.0,0.0,0.0
577,ENSMUSG00000102447.2,Gm6621,processed_pseudogene,772,0,0.0,0.0,0.0
578,ENSMUSG00000067604.9,Nms,protein_coding,1001,0,0.0,0.0,0.0
579,ENSMUSG00000026078.11,Pdcl3,protein_coding,4219,7,1.659160938611045,40.64341989958668,5.3800166474241955
580,ENSMUSG00000103046.2,Gm37309,TEC,1639,0,0.0,0.0,0.0
581,ENSMUSG00000104188.2,Gm37821,lncRNA,1843,0,0.0,0.0,0.0
582,ENSMUSG00000103182.2,Gm37091,TEC,2087,0,0.0,0.0,0.0
583,ENSMUSG00000098833.3,Mir6349,miRNA,97,0,0.0,0.0,0.0
584,ENSMUSG00000026077.16,Npas2,protein_coding,4791,0,0.0,0.0,0.0
585,ENSMUSG00000092553.2,Gm20428,processed_pseudogene,283,0,0.0,0.0,0.0
586,ENSMUSG00000092563.2,Gm3617,processed_pseudogene,555,1,1.8018018018018016,44.137603232009326,5.496257909582465
587,ENSMUSG00000073702.12,Rpl31,protein_coding,1662,2,1.203369434416366,29.478182663977353,4.92970497607052
